Time(s)	X	Y	Z
53,15	-0,733	1,354	-1,319
53,67	-0,726	1,343	-1,318
54,18	-0,725	1,340	-1,319
54,69	-0,723	1,344	-1,319
55,19	-0,726	1,344	-1,317
55,69	-0,719	1,343	-1,317
56,21	-0,719	1,348	-1,315
56,72	-0,722	1,349	-1,314
57,23	-0,724	1,349	-1,310
57,73	-0,725	1,351	-1,311
58,24	-0,725	1,352	-1,311
58,74	-0,729	1,356	-1,310
59,25	-0,730	1,368	-1,319
59,76	-0,731	1,368	-1,319
60,27	-0,735	1,368	-1,326
60,79	-0,734	1,367	-1,326
61,30	-0,736	1,361	-1,325
61,81	-0,741	1,362	-1,320
62,31	-0,747	1,362	-1,316
62,82	-0,763	1,365	-1,318
63,32	-0,760	1,364	-1,300
63,82	-0,735	1,354	-1,315
64,34	-0,708	1,346	-1,330
64,85	-0,703	1,349	-1,333
65,45	-0,701	1,348	-1,333
65,96	-0,709	1,349	-1,327
66,47	-0,711	1,350	-1,323
66,97	-0,710	1,349	-1,314
67,47	-0,734	1,353	-1,314
67,98	-0,738	1,353	-1,299
68,50	-0,748	1,354	-1,295
69,00	-0,788	1,372	-1,269
69,51	-0,817	1,360	-1,260
70,03	-0,803	1,356	-1,281
70,53	-0,775	1,364	-1,275
71,04	-0,770	1,363	-1,273
71,54	-0,766	1,363	-1,270
72,04	-0,761	1,365	-1,274
72,55	-0,762	1,366	-1,275
73,07	-0,756	1,364	-1,288
73,58	-0,737	1,357	-1,296
74,09	-0,730	1,354	-1,296
74,59	-0,730	1,353	-1,297
75,10	-0,742	1,362	-1,301
75,60	-0,765	1,367	-1,289
76,11	-0,766	1,369	-1,280
76,61	-0,766	1,365	-1,284
77,12	-0,772	1,362	-1,282
77,64	-0,769	1,361	-1,279
78,14	-0,760	1,362	-1,286
78,64	-0,759	1,363	-1,292
79,15	-0,756	1,364	-1,293
79,67	-0,757	1,364	-1,295
80,17	-0,755	1,363	-1,298
80,68	-0,758	1,362	-1,296
81,19	-0,763	1,364	-1,289
81,71	-0,765	1,364	-1,283
82,21	-0,768	1,362	-1,279
82,71	-0,777	1,359	-1,278
83,21	-0,786	1,355	-1,278
83,72	-0,787	1,353	-1,273
84,23	-0,780	1,364	-1,276
84,73	-0,768	1,357	-1,290
85,25	-0,759	1,369	-1,301
85,76	-0,751	1,369	-1,302
86,26	-0,737	1,370	-1,296
86,77	-0,741	1,369	-1,290
87,28	-0,754	1,368	-1,285
87,78	-0,772	1,365	-1,282
88,29	-0,769	1,379	-1,293
88,79	-0,751	1,365	-1,289
89,30	-0,762	1,379	-1,307
89,82	-0,769	1,377	-1,291
90,32	-0,776	1,376	-1,284
90,82	-0,797	1,356	-1,290
91,32	-0,796	1,358	-1,303
91,83	-0,798	1,355	-1,308
92,33	-0,803	1,355	-1,321
92,83	-0,788	1,360	-1,325
93,35	-0,775	1,360	-1,306
93,86	-0,772	1,355	-1,289
94,36	-0,780	1,351	-1,278
94,87	-0,798	1,345	-1,262
95,37	-0,805	1,341	-1,254
95,87	-0,807	1,339	-1,250
96,39	-0,799	1,341	-1,253
96,89	-0,786	1,357	-1,264
97,40	-0,759	1,383	-1,298
97,91	-0,759	1,381	-1,300
98,43	-0,766	1,363	-1,295
98,93	-0,758	1,376	-1,301
99,44	-0,757	1,366	-1,294
99,96	-0,765	1,336	-1,283
100,46	-0,769	1,352	-1,294
100,97	-0,759	1,374	-1,296
101,47	-0,781	1,373	-1,285
101,97	-0,799	1,367	-1,273
102,47	-0,807	1,371	-1,258
102,98	-0,803	1,370	-1,261
103,50	-0,781	1,371	-1,283
104,00	-0,754	1,380	-1,299
104,50	-0,753	1,372	-1,296
105,01	-0,746	1,372	-1,309
105,51	-0,739	1,380	-1,320
106,03	-0,745	1,375	-1,315
106,54	-0,749	1,371	-1,308
107,04	-0,742	1,370	-1,298
107,55	-0,750	1,366	-1,290
108,07	-0,761	1,365	-1,281
108,57	-0,769	1,365	-1,275
109,08	-0,771	1,367	-1,280
109,58	-0,776	1,365	-1,284
110,08	-0,782	1,365	-1,283
110,59	-0,801	1,349	-1,297
111,09	-0,808	1,345	-1,325
111,61	-0,801	1,345	-1,321
112,12	-0,766	1,356	-1,275
112,62	-0,765	1,357	-1,274
113,12	-0,772	1,358	-1,277
113,64	-0,779	1,356	-1,279
114,14	-0,778	1,359	-1,286
114,64	-0,763	1,362	-1,298
115,14	-0,743	1,355	-1,306
115,65	-0,725	1,354	-1,316
116,16	-0,720	1,357	-1,325
116,67	-0,717	1,357	-1,328
117,18	-0,716	1,357	-1,328
117,68	-0,717	1,357	-1,327
118,18	-0,716	1,357	-1,327
118,68	-0,715	1,357	-1,326
119,18	-0,718	1,356	-1,324
119,68	-0,733	1,363	-1,320
120,19	-0,763	1,366	-1,300
120,70	-0,772	1,373	-1,279
121,21	-0,792	1,371	-1,273
121,71	-0,795	1,369	-1,265
122,23	-0,785	1,373	-1,276
122,74	-0,783	1,378	-1,295
123,24	-0,776	1,378	-1,306
123,74	-0,778	1,376	-1,298
124,25	-0,775	1,374	-1,292
124,75	-0,780	1,373	-1,289
125,25	-0,782	1,372	-1,282
125,77	-0,779	1,368	-1,277
126,27	-0,777	1,367	-1,274
126,77	-0,772	1,370	-1,278
127,27	-0,773	1,370	-1,281
127,78	-0,779	1,369	-1,279
128,29	-0,784	1,370	-1,277
128,79	-0,789	1,372	-1,275
129,29	-0,789	1,370	-1,281
129,80	-0,786	1,369	-1,287
130,32	-0,779	1,368	-1,290
130,83	-0,772	1,367	-1,289
131,33	-0,764	1,371	-1,294
131,84	-0,763	1,375	-1,298
132,35	-0,761	1,377	-1,288
132,86	-0,770	1,377	-1,288
133,36	-0,767	1,376	-1,297
133,87	-0,774	1,375	-1,291
134,39	-0,798	1,371	-1,279
134,89	-0,832	1,354	-1,254
135,40	-0,852	1,367	-1,243
135,90	-0,850	1,366	-1,249
136,40	-0,833	1,358	-1,257
136,91	-0,835	1,348	-1,257
137,43	-0,847	1,342	-1,253
137,93	-0,852	1,337	-1,242
138,44	-0,841	1,339	-1,243
138,96	-0,825	1,343	-1,248
139,47	-0,804	1,353	-1,268
139,98	-0,794	1,360	-1,284
140,48	-0,759	1,394	-1,314
141,00	-0,731	1,373	-1,319
141,51	-0,720	1,400	-1,315
142,01	-0,740	1,382	-1,290
142,51	-0,750	1,390	-1,299
143,02	-0,775	1,385	-1,305
143,53	-0,769	1,380	-1,288
144,04	-0,764	1,376	-1,279
144,55	-0,756	1,372	-1,275
145,05	-0,752	1,373	-1,274
145,57	-0,756	1,371	-1,275
146,07	-0,763	1,386	-1,281
146,58	-0,776	1,366	-1,271
147,08	-0,769	1,380	-1,281
147,58	-0,752	1,382	-1,293
148,09	-0,748	1,379	-1,295
148,61	-0,746	1,375	-1,292
149,11	-0,748	1,366	-1,309
149,62	-0,740	1,359	-1,324
150,12	-0,744	1,358	-1,329
150,63	-0,748	1,357	-1,324
151,14	-0,755	1,356	-1,320
151,64	-0,767	1,369	-1,295
152,15	-0,786	1,368	-1,296
152,66	-0,792	1,371	-1,288
153,18	-0,808	1,370	-1,277
153,68	-0,796	1,376	-1,279
154,19	-0,793	1,372	-1,277
154,71	-0,780	1,368	-1,285
155,21	-0,763	1,369	-1,290
155,72	-0,751	1,370	-1,294
156,22	-0,745	1,369	-1,297
156,72	-0,747	1,368	-1,296
157,23	-0,752	1,368	-1,290
157,75	-0,752	1,369	-1,280
158,25	-0,730	1,380	-1,275
158,75	-0,725	1,381	-1,273
159,26	-0,726	1,378	-1,264
159,76	-0,724	1,375	-1,255
160,26	-0,722	1,373	-1,252
160,77	-0,747	1,372	-1,262
161,29	-0,774	1,372	-1,315
161,79	-0,764	1,376	-1,331
162,29	-0,753	1,364	-1,321
162,80	-0,726	1,359	-1,326
163,30	-0,713	1,362	-1,327
163,82	-0,718	1,363	-1,332
164,33	-0,724	1,363	-1,331
164,83	-0,727	1,364	-1,332
165,34	-0,727	1,363	-1,332
165,86	-0,723	1,363	-1,332
166,36	-0,724	1,363	-1,332
166,86	-0,727	1,363	-1,331
167,37	-0,726	1,363	-1,333
167,89	-0,727	1,363	-1,331
168,39	-0,731	1,364	-1,327
168,93	-0,764	1,371	-1,316
169,43	-0,765	1,376	-1,278
169,94	-0,786	1,376	-1,270
170,45	-0,802	1,380	-1,262
170,95	-0,786	1,373	-1,283
171,46	-0,783	1,362	-1,317
171,97	-0,796	1,353	-1,314
172,48	-0,782	1,360	-1,295
172,98	-0,782	1,369	-1,275
173,49	-0,809	1,370	-1,258
174,02	-0,820	1,371	-1,250
174,53	-0,819	1,372	-1,245
175,04	-0,809	1,371	-1,263
175,55	-0,796	1,373	-1,285
176,05	-0,795	1,371	-1,294
176,55	-0,807	1,370	-1,295
177,05	-0,827	1,363	-1,332
177,57	-0,826	1,371	-1,342
178,07	-0,789	1,358	-1,292
178,57	-0,793	1,380	-1,330
179,08	-0,792	1,375	-1,367
179,59	-0,787	1,370	-1,389
180,09	-0,791	1,360	-1,346
180,61	-0,793	1,341	-1,288
181,12	-0,822	1,321	-1,262
181,62	-0,827	1,316	-1,245
182,14	-0,818	1,321	-1,220
182,64	-0,812	1,326	-1,201
183,15	-0,812	1,327	-1,196
183,66	-0,794	1,333	-1,210
184,16	-0,757	1,345	-1,217
184,66	-0,735	1,352	-1,228
185,18	-0,725	1,354	-1,234
185,68	-0,712	1,356	-1,241
186,18	-0,721	1,357	-1,260
186,68	-0,737	1,357	-1,270
187,19	-0,731	1,356	-1,254
187,69	-0,731	1,355	-1,242
188,19	-0,730	1,354	-1,235
188,71	-0,729	1,354	-1,233
189,21	-0,726	1,353	-1,235
189,72	-0,727	1,354	-1,241
190,23	-0,721	1,398	-1,271
190,75	-0,741	1,375	-1,256
191,25	-0,759	1,394	-1,260
191,76	-0,783	1,379	-1,246
192,27	-0,795	1,371	-1,253
192,78	-0,794	1,371	-1,272
193,29	-0,755	1,361	-1,297
193,79	-0,711	1,348	-1,318
194,30	-0,710	1,343	-1,324
194,82	-0,713	1,340	-1,325
195,32	-0,708	1,346	-1,332
195,82	-0,710	1,374	-1,325
196,33	-0,736	1,372	-1,305
196,84	-0,742	1,368	-1,299
197,34	-0,758	1,367	-1,300
197,86	-0,777	1,366	-1,292
198,36	-0,802	1,370	-1,292
198,86	-0,799	1,376	-1,294
199,36	-0,765	1,380	-1,307
199,87	-0,760	1,381	-1,315
200,39	-0,764	1,379	-1,321
200,89	-0,766	1,378	-1,318
201,40	-0,764	1,377	-1,317
201,90	-0,763	1,378	-1,314
202,40	-0,766	1,376	-1,312
202,90	-0,768	1,375	-1,315
203,41	-0,770	1,374	-1,319
203,93	-0,771	1,373	-1,322
204,43	-0,771	1,373	-1,322
204,94	-0,772	1,373	-1,325
205,44	-0,769	1,373	-1,327
205,94	-0,764	1,373	-1,331
206,46	-0,762	1,373	-1,336
206,96	-0,762	1,374	-1,341
207,46	-0,761	1,374	-1,336
207,97	-0,760	1,376	-1,324
208,47	-0,764	1,374	-1,315
208,97	-0,771	1,373	-1,314
209,47	-0,777	1,372	-1,310
209,98	-0,770	1,374	-1,292
210,48	-0,764	1,380	-1,274
211,00	-0,784	1,372	-1,262
211,51	-0,804	1,357	-1,251
212,01	-0,851	1,334	-1,225
212,51	-0,898	1,298	-1,205
213,02	-0,913	1,291	-1,203
213,52	-0,918	1,287	-1,197
214,04	-0,901	1,291	-1,204
214,54	-0,822	1,350	-1,257
215,04	-0,771	1,371	-1,296
215,54	-0,779	1,368	-1,293
216,04	-0,784	1,363	-1,297
216,55	-0,773	1,362	-1,324
217,05	-0,734	1,356	-1,335
217,55	-0,700	1,355	-1,360
218,07	-0,700	1,358	-1,357
218,57	-0,710	1,360	-1,350
219,08	-0,723	1,360	-1,341
219,59	-0,731	1,357	-1,331
220,09	-0,728	1,358	-1,331
220,59	-0,731	1,359	-1,329
221,11	-0,734	1,359	-1,327
221,62	-0,733	1,358	-1,331
222,13	-0,733	1,358	-1,342
222,63	-0,758	1,373	-1,353
223,14	-0,776	1,372	-1,311
223,64	-0,780	1,367	-1,309
224,16	-0,795	1,359	-1,304
224,66	-0,806	1,354	-1,289
225,16	-0,813	1,361	-1,282
225,67	-0,808	1,359	-1,283
226,18	-0,789	1,360	-1,290
226,69	-0,786	1,360	-1,286
227,20	-0,789	1,364	-1,277
227,71	-0,789	1,359	-1,274
228,21	-0,783	1,341	-1,322
228,71	-0,765	1,337	-1,350
229,22	-0,766	1,339	-1,342
229,73	-0,770	1,343	-1,324
230,23	-0,776	1,342	-1,334
230,75	-0,772	1,344	-1,321
231,25	-0,763	1,347	-1,304
231,75	-0,762	1,350	-1,303
232,25	-0,764	1,350	-1,299
232,75	-0,768	1,350	-1,296
233,25	-0,770	1,349	-1,286
233,76	-0,769	1,355	-1,266
234,27	-0,754	1,378	-1,252
234,79	-0,760	1,372	-1,242
235,30	-0,751	1,356	-1,242
235,80	-0,746	1,352	-1,239
236,30	-0,790	1,363	-1,284
236,82	-0,840	1,351	-1,317
237,33	-0,829	1,356	-1,327
237,83	-0,788	1,371	-1,298
238,34	-0,749	1,372	-1,295
238,86	-0,739	1,366	-1,295
239,36	-0,706	1,369	-1,249
239,87	-0,726	1,371	-1,256
240,39	-0,761	1,371	-1,272
240,90	-0,786	1,370	-1,289
241,41	-0,808	1,370	-1,294
241,91	-0,816	1,390	-1,308
242,41	-0,821	1,377	-1,295
242,93	-0,779	1,377	-1,280
243,43	-0,743	1,376	-1,262
243,94	-0,733	1,372	-1,255
244,45	-0,753	1,373	-1,259
244,95	-0,787	1,375	-1,271
245,46	-0,820	1,377	-1,293
245,97	-0,843	1,377	-1,307
246,47	-0,846	1,378	-1,312
246,98	-0,824	1,377	-1,306
247,48	-0,790	1,377	-1,296
248,00	-0,764	1,375	-1,279
248,50	-0,753	1,372	-1,268
249,00	-0,770	1,373	-1,276
249,51	-0,801	1,372	-1,292
250,02	-0,824	1,371	-1,297
250,53	-0,828	1,363	-1,276
251,04	-0,779	1,368	-1,255
251,54	-0,727	1,367	-1,236
252,04	-0,699	1,364	-1,232
252,55	-0,717	1,367	-1,246
253,05	-0,758	1,370	-1,261
253,57	-0,788	1,369	-1,266
254,07	-0,801	1,370	-1,268
254,57	-0,794	1,371	-1,269
255,08	-0,774	1,376	-1,266
255,58	-0,736	1,393	-1,289
256,08	-0,710	1,384	-1,276
256,59	-0,762	1,362	-1,221
257,09	-0,779	1,372	-1,253
257,61	-0,797	1,378	-1,293
258,11	-0,816	1,377	-1,308
258,61	-0,802	1,385	-1,308
259,12	-0,760	1,377	-1,279
259,62	-0,721	1,374	-1,254
260,12	-0,699	1,367	-1,230
260,62	-0,712	1,367	-1,233
261,14	-0,754	1,374	-1,273
261,65	-0,786	1,374	-1,295
262,16	-0,803	1,371	-1,312
262,66	-0,785	1,355	-1,337
263,18	-0,765	1,359	-1,352
263,68	-0,755	1,365	-1,356
264,20	-0,771	1,367	-1,346
264,71	-0,802	1,371	-1,301
265,23	-0,810	1,368	-1,284
265,74	-0,849	1,362	-1,295
266,24	-0,831	1,372	-1,288
266,76	-0,818	1,377	-1,313
267,27	-0,827	1,374	-1,357
267,77	-0,812	1,378	-1,357
268,27	-0,806	1,379	-1,348
268,77	-0,814	1,379	-1,341
269,27	-0,816	1,376	-1,314
269,78	-0,801	1,372	-1,286
270,30	-0,799	1,370	-1,289
270,80	-0,832	1,347	-1,335
271,32	-0,838	1,338	-1,374
271,83	-0,847	1,336	-1,372
272,34	-0,861	1,337	-1,367
272,84	-0,865	1,338	-1,379
273,36	-0,859	1,339	-1,360
273,86	-0,858	1,339	-1,345
274,37	-0,875	1,340	-1,355
274,87	-0,955	1,334	-1,425
275,39	-1,023	1,314	-1,547
275,90	-1,030	1,311	-1,570
276,41	-0,983	1,325	-1,473
276,91	-0,870	1,337	-1,338
277,43	-0,783	1,353	-1,277
277,94	-0,764	1,373	-1,261
278,44	-0,807	1,375	-1,273
278,95	-0,827	1,371	-1,280
279,47	-0,828	1,371	-1,287
279,98	-0,825	1,370	-1,292
280,48	-0,819	1,367	-1,295
281,00	-0,814	1,365	-1,294
281,50	-0,838	1,348	-1,302
282,00	-0,855	1,338	-1,324
282,50	-0,857	1,342	-1,325
283,01	-0,848	1,354	-1,307
283,51	-0,835	1,358	-1,310
284,01	-0,837	1,358	-1,328
284,52	-0,839	1,356	-1,344
285,04	-0,831	1,357	-1,350
285,54	-0,827	1,358	-1,355
286,05	-0,833	1,357	-1,349
286,55	-0,835	1,355	-1,336
287,05	-0,818	1,368	-1,313
287,55	-0,805	1,370	-1,308
288,07	-0,798	1,371	-1,309
288,57	-0,797	1,383	-1,314
289,07	-0,810	1,381	-1,308
289,58	-0,810	1,388	-1,307
290,08	-0,832	1,382	-1,301
290,58	-0,870	1,370	-1,304
291,09	-0,891	1,375	-1,320
291,59	-0,878	1,376	-1,321
292,11	-0,828	1,380	-1,290
292,62	-0,770	1,370	-1,254
293,12	-0,743	1,365	-1,257
293,62	-0,757	1,367	-1,277
294,13	-0,809	1,363	-1,306
294,63	-0,836	1,360	-1,317
295,15	-0,836	1,356	-1,303
295,66	-0,802	1,358	-1,280
296,18	-0,748	1,368	-1,262
296,68	-0,714	1,371	-1,255
297,19	-0,684	1,371	-1,257
297,69	-0,760	1,361	-1,253
298,19	-0,826	1,360	-1,372
298,71	-0,847	1,351	-1,370
299,22	-0,829	1,352	-1,333
299,72	-0,767	1,359	-1,327
300,23	-0,775	1,362	-1,335
300,75	-0,774	1,362	-1,339
301,25	-0,772	1,362	-1,349
301,75	-0,769	1,362	-1,356
302,26	-0,768	1,362	-1,360
302,77	-0,765	1,362	-1,364
303,29	-0,770	1,362	-1,361
303,80	-0,770	1,361	-1,352
304,31	-0,769	1,362	-1,351
304,81	-0,804	1,370	-1,365
305,32	-0,808	1,367	-1,305
305,84	-0,816	1,367	-1,287
306,34	-0,862	1,368	-1,297
306,84	-0,855	1,364	-1,296
307,35	-0,869	1,355	-1,336
307,85	-0,896	1,348	-1,395
308,35	-0,949	1,330	-1,432
308,85	-0,938	1,340	-1,390
309,36	-0,941	1,351	-1,371
309,88	-0,935	1,361	-1,361
310,39	-0,843	1,372	-1,300
310,90	-0,799	1,372	-1,276
311,40	-0,783	1,374	-1,277
311,91	-0,780	1,375	-1,313
312,43	-0,783	1,374	-1,332
312,93	-0,797	1,372	-1,348
313,43	-0,825	1,360	-1,364
313,94	-0,873	1,341	-1,379
314,44	-0,888	1,333	-1,391
314,94	-0,873	1,339	-1,354
315,45	-0,847	1,345	-1,293
315,97	-0,845	1,344	-1,273
316,47	-0,852	1,342	-1,284
316,98	-0,851	1,341	-1,303
317,50	-0,854	1,334	-1,317
318,00	-0,819	1,332	-1,281
318,50	-0,851	1,345	-1,319
319,00	-0,913	1,341	-1,376
319,50	-0,921	1,356	-1,371
320,00	-0,889	1,362	-1,341
320,51	-0,864	1,359	-1,308
321,02	-0,847	1,358	-1,288
321,52	-0,837	1,357	-1,276
322,04	-0,849	1,356	-1,289
322,55	-0,846	1,359	-1,323
323,05	-0,812	1,366	-1,343
323,57	-0,796	1,359	-1,340
324,07	-0,797	1,354	-1,344
324,58	-0,802	1,353	-1,347
325,09	-0,802	1,355	-1,344
325,59	-0,799	1,358	-1,345
326,11	-0,802	1,359	-1,347
326,61	-0,799	1,360	-1,338
327,11	-0,806	1,359	-1,345
327,63	-0,808	1,361	-1,343
328,13	-0,806	1,362	-1,340
328,64	-0,841	1,367	-1,316
329,14	-0,832	1,366	-1,296
329,66	-0,852	1,369	-1,327
330,16	-0,883	1,366	-1,375
330,67	-0,929	1,345	-1,430
331,17	-0,910	1,352	-1,427
331,67	-0,885	1,361	-1,394
332,18	-0,842	1,361	-1,343
332,70	-0,872	1,355	-1,382
333,20	-0,881	1,353	-1,406
333,71	-0,891	1,350	-1,421
334,21	-0,873	1,358	-1,373
334,72	-0,845	1,360	-1,340
335,23	-0,842	1,359	-1,344
335,73	-0,849	1,356	-1,348
336,23	-0,875	1,353	-1,373
336,75	-0,866	1,360	-1,359
337,25	-0,861	1,361	-1,358
337,76	-0,869	1,358	-1,353
338,27	-0,864	1,352	-1,358
338,79	-0,830	1,351	-1,376
339,29	-0,815	1,352	-1,385
339,80	-0,821	1,350	-1,392
340,30	-0,831	1,350	-1,396
340,80	-0,836	1,351	-1,395
341,32	-0,854	1,349	-1,401
341,83	-0,865	1,352	-1,397
342,34	-0,859	1,352	-1,391
342,86	-0,849	1,352	-1,389
343,36	-0,829	1,354	-1,373
343,86	-0,795	1,360	-1,345
344,37	-0,797	1,359	-1,342
344,88	-0,811	1,356	-1,351
345,38	-0,817	1,356	-1,360
345,88	-0,825	1,362	-1,371
346,39	-0,854	1,367	-1,357
346,89	-0,856	1,369	-1,345
347,39	-0,891	1,369	-1,335
347,91	-0,909	1,366	-1,320
348,42	-0,889	1,382	-1,322
348,93	-0,878	1,374	-1,304
349,43	-0,861	1,373	-1,319
349,95	-0,850	1,375	-1,326
350,45	-0,851	1,376	-1,334
350,96	-0,848	1,374	-1,333
351,46	-0,850	1,372	-1,337
351,96	-0,850	1,372	-1,344
352,47	-0,853	1,370	-1,344
352,98	-0,857	1,348	-1,347
353,48	-0,851	1,348	-1,344
353,98	-0,852	1,336	-1,328
354,48	-0,859	1,320	-1,308
355,00	-0,898	1,343	-1,333
355,50	-0,908	1,341	-1,317
356,00	-0,899	1,359	-1,312
356,51	-0,901	1,344	-1,313
357,01	-0,891	1,362	-1,324
357,51	-0,879	1,355	-1,309
358,02	-0,857	1,353	-1,307
358,52	-0,878	1,350	-1,319
359,03	-0,878	1,349	-1,318
359,53	-0,815	1,347	-1,288
360,04	-0,738	1,324	-1,302
360,55	-0,680	1,330	-1,352
361,05	-0,708	1,337	-1,324
361,57	-0,926	1,322	-1,386
362,08	-1,047	1,303	-1,466
362,58	-1,133	1,311	-1,407
363,08	-1,164	1,369	-1,292
363,58	-1,347	1,330	-1,384
364,09	-1,576	1,293	-1,334
364,59	-1,765	1,281	-1,220
365,11	-1,961	1,260	-1,191
365,61	-2,125	1,194	-1,126
366,12	-2,132	1,187	-1,126
366,64	-2,036	1,251	-1,159
367,14	-1,749	1,309	-1,195
367,65	-1,543	1,289	-1,189
368,15	-1,441	1,301	-1,005
368,66	-1,352	1,246	-0,753
369,16	-1,180	1,052	-0,521
369,66	-1,130	0,690	-0,441
370,18	-1,124	0,577	-0,433
370,69	-1,101	0,574	-0,438
371,19	-1,101	0,571	-0,425
371,70	-1,028	0,767	-0,422
372,21	-1,082	1,151	-0,553
372,71	-1,239	1,338	-0,704
373,21	-1,330	1,335	-0,854
373,72	-1,374	1,315	-1,078
374,23	-1,488	1,317	-1,244
374,73	-1,717	1,288	-1,163
375,25	-2,006	1,241	-1,085
375,76	-2,186	1,094	-1,081
376,27	-2,190	1,098	-1,076
376,78	-2,064	1,213	-1,079
377,29	-1,697	1,308	-1,144
377,80	-1,407	1,320	-1,154
378,30	-1,283	1,314	-1,155
378,80	-1,243	1,359	-1,150
379,32	-0,989	1,349	-1,159
379,82	-0,736	1,317	-1,074
380,33	-0,474	1,304	-0,947
380,83	-0,209	1,306	-0,908
381,34	-0,048	1,275	-0,713
381,84	0,090	1,152	-0,525
382,36	0,104	1,110	-0,499
382,86	0,061	1,175	-0,541
383,37	0,003	1,235	-0,578
383,89	-0,096	1,291	-0,667
384,39	-0,182	1,307	-0,764
384,89	-0,207	1,318	-0,844
385,39	-0,335	1,339	-0,989
385,89	-0,544	1,314	-1,095
386,40	-0,855	1,312	-1,027
386,90	-1,125	1,335	-1,055
387,41	-1,465	1,314	-1,147
387,93	-1,867	1,249	-1,127
388,44	-2,075	1,133	-1,193
388,96	-2,125	1,118	-1,228
389,46	-2,189	1,064	-1,233
389,96	-2,165	1,117	-1,225
390,47	-1,880	1,319	-1,185
390,98	-1,599	1,350	-1,277
391,48	-1,470	1,351	-1,246
392,00	-1,445	1,352	-1,211
392,50	-1,388	1,387	-1,256
393,01	-1,308	1,337	-1,006
393,51	-1,235	1,283	-0,771
394,01	-1,230	1,323	-0,667
394,53	-1,318	1,334	-0,566
395,04	-1,395	1,286	-0,295
395,55	-1,479	1,285	-0,044
396,05	-1,491	1,282	0,233
