Time(s)	X	Y	Z
96,00	-0,903	1,815	-1,224
96,50	-0,900	1,814	-1,221
97,01	-0,900	1,814	-1,219
97,51	-0,901	1,814	-1,218
98,01	-0,904	1,816	-1,215
98,52	-0,905	1,817	-1,205
99,04	-0,910	1,816	-1,210
99,54	-0,906	1,830	-1,214
100,05	-0,905	1,834	-1,226
100,55	-0,896	1,835	-1,226
101,07	-0,887	1,835	-1,232
101,58	-0,885	1,833	-1,242
102,08	-0,875	1,835	-1,245
102,59	-0,871	1,835	-1,240
103,09	-0,864	1,840	-1,229
103,60	-0,860	1,839	-1,223
104,11	-0,889	1,841	-1,229
104,62	-0,898	1,840	-1,213
105,13	-0,902	1,836	-1,201
105,63	-0,902	1,835	-1,202
106,14	-0,912	1,833	-1,210
106,66	-0,905	1,834	-1,208
107,17	-0,851	1,830	-1,198
107,67	-0,787	1,812	-1,190
108,18	-0,796	1,811	-1,185
108,69	-0,855	1,806	-1,233
109,19	-0,870	1,807	-1,221
109,70	-0,894	1,812	-1,166
110,20	-0,912	1,830	-1,158
110,70	-0,952	1,827	-1,188
111,22	-1,000	1,810	-1,232
111,73	-0,989	1,798	-1,218
112,23	-0,999	1,798	-1,207
112,74	-1,004	1,801	-1,251
113,25	-1,010	1,805	-1,251
113,76	-0,972	1,815	-1,199
114,27	-0,938	1,814	-1,182
114,77	-0,918	1,820	-1,178
115,29	-0,919	1,814	-1,188
115,80	-0,913	1,778	-1,198
116,30	-0,919	1,769	-1,195
116,81	-0,920	1,774	-1,199
117,33	-0,922	1,783	-1,206
117,83	-0,932	1,784	-1,217
118,34	-0,971	1,777	-1,261
118,84	-0,975	1,778	-1,266
119,36	-0,992	1,777	-1,271
119,86	-1,002	1,774	-1,265
120,36	-1,028	1,769	-1,285
120,87	-1,036	1,773	-1,273
121,39	-1,007	1,779	-1,259
121,89	-0,997	1,781	-1,267
122,39	-0,992	1,782	-1,263
122,90	-0,987	1,784	-1,261
123,40	-0,984	1,784	-1,258
123,91	-0,982	1,781	-1,256
124,41	-0,982	1,780	-1,256
124,91	-0,987	1,780	-1,257
125,43	-0,992	1,779	-1,266
125,94	-0,994	1,778	-1,275
126,44	-0,997	1,780	-1,301
126,95	-0,994	1,780	-1,311
127,45	-0,995	1,781	-1,300
127,97	-0,989	1,780	-1,283
128,48	-0,984	1,778	-1,264
129,00	-0,982	1,775	-1,248
129,51	-0,975	1,776	-1,250
130,02	-0,968	1,779	-1,259
130,52	-0,961	1,781	-1,259
131,02	-0,956	1,783	-1,261
131,53	-0,956	1,783	-1,255
132,04	-0,955	1,796	-1,235
132,55	-0,950	1,820	-1,211
133,05	-0,945	1,828	-1,193
133,56	-0,951	1,831	-1,194
134,06	-0,969	1,820	-1,206
134,57	-0,994	1,797	-1,244
135,08	-0,973	1,833	-1,226
135,59	-0,939	1,837	-1,199
136,09	-0,926	1,828	-1,179
136,61	-0,940	1,831	-1,178
137,11	-0,950	1,828	-1,170
137,61	-0,946	1,830	-1,162
138,12	-0,945	1,827	-1,164
138,62	-0,940	1,828	-1,175
139,12	-0,989	1,801	-1,236
139,62	-0,988	1,797	-1,243
140,13	-0,978	1,798	-1,235
140,65	-0,935	1,805	-1,207
141,15	-0,912	1,816	-1,209
141,65	-0,898	1,822	-1,217
142,16	-0,899	1,827	-1,215
142,66	-0,899	1,828	-1,215
143,18	-0,899	1,828	-1,215
143,69	-0,895	1,828	-1,216
144,19	-0,892	1,831	-1,216
144,70	-0,893	1,831	-1,219
145,20	-0,893	1,829	-1,219
145,70	-0,891	1,829	-1,219
146,22	-0,894	1,828	-1,216
146,73	-0,891	1,828	-1,223
147,23	-0,888	1,831	-1,228
147,74	-0,884	1,831	-1,232
148,26	-0,884	1,833	-1,236
148,76	-0,895	1,834	-1,228
149,26	-0,894	1,831	-1,227
149,77	-0,891	1,830	-1,226
150,27	-0,889	1,830	-1,223
150,79	-0,889	1,830	-1,218
151,29	-0,890	1,829	-1,213
151,79	-0,889	1,830	-1,214
152,29	-0,889	1,831	-1,217
152,80	-0,888	1,832	-1,222
153,30	-0,885	1,833	-1,226
153,81	-0,881	1,832	-1,230
154,33	-0,884	1,832	-1,235
154,84	-0,883	1,831	-1,242
155,35	-0,884	1,832	-1,245
155,85	-0,885	1,844	-1,243
156,36	-0,899	1,840	-1,239
156,86	-0,914	1,826	-1,227
157,36	-0,829	1,833	-1,171
157,89	-0,789	1,827	-1,127
158,41	-0,828	1,830	-1,135
158,92	-0,871	1,827	-1,154
159,42	-0,893	1,828	-1,176
159,93	-0,895	1,827	-1,186
160,45	-0,886	1,827	-1,186
160,95	-0,889	1,828	-1,195
161,45	-0,891	1,831	-1,201
161,95	-0,885	1,831	-1,203
162,47	-0,866	1,834	-1,200
162,97	-0,802	1,822	-1,196
163,48	-0,787	1,821	-1,188
164,00	-0,801	1,839	-1,190
164,50	-0,890	1,820	-1,212
165,01	-0,984	1,801	-1,261
165,52	-1,055	1,798	-1,306
166,02	-1,132	1,776	-1,338
166,54	-1,104	1,775	-1,302
167,05	-1,007	1,782	-1,181
167,55	-0,947	1,779	-1,128
168,06	-0,932	1,784	-1,089
168,56	-1,009	1,776	-1,160
169,07	-1,150	1,776	-1,290
169,58	-1,199	1,775	-1,360
170,09	-1,201	1,775	-1,373
170,61	-1,137	1,780	-1,288
171,12	-1,059	1,785	-1,177
171,62	-1,070	1,782	-1,188
172,12	-1,120	1,773	-1,238
172,62	-1,134	1,771	-1,219
173,13	-1,132	1,771	-1,197
173,63	-1,136	1,789	-1,194
174,13	-1,135	1,781	-1,196
174,65	-1,140	1,778	-1,207
175,16	-1,135	1,776	-1,214
175,66	-1,126	1,776	-1,220
176,16	-1,123	1,777	-1,246
176,68	-1,119	1,776	-1,263
177,18	-1,121	1,776	-1,269
177,69	-1,125	1,776	-1,265
178,20	-1,125	1,728	-1,224
178,70	-1,094	1,689	-1,206
179,22	-0,974	1,718	-1,204
179,73	-0,899	1,750	-1,184
180,23	-0,872	1,847	-1,216
180,74	-0,845	1,847	-1,211
181,26	-0,851	1,837	-1,231
181,76	-0,863	1,813	-1,266
182,27	-0,898	1,802	-1,310
182,79	-0,959	1,803	-1,341
183,29	-0,963	1,830	-1,322
183,80	-0,957	1,821	-1,321
184,30	-0,973	1,800	-1,354
184,81	-0,992	1,795	-1,395
185,33	-0,996	1,793	-1,381
185,84	-0,996	1,779	-1,370
186,34	-0,994	1,783	-1,378
186,86	-0,989	1,784	-1,378
187,36	-0,982	1,784	-1,375
187,87	-0,983	1,784	-1,376
188,38	-0,985	1,784	-1,372
188,88	-0,985	1,785	-1,367
189,38	-0,985	1,784	-1,365
189,88	-0,980	1,792	-1,356
190,38	-0,942	1,824	-1,315
190,90	-0,902	1,852	-1,329
191,40	-0,889	1,863	-1,352
191,91	-0,884	1,869	-1,349
192,43	-0,890	1,867	-1,345
192,93	-0,900	1,857	-1,331
193,44	-0,892	1,870	-1,341
193,94	-0,893	1,868	-1,344
194,45	-0,904	1,848	-1,337
194,97	-0,904	1,838	-1,333
195,48	-0,885	1,858	-1,342
195,98	-0,893	1,845	-1,339
196,49	-0,900	1,840	-1,335
197,01	-0,903	1,840	-1,333
197,51	-0,907	1,837	-1,328
198,02	-0,907	1,839	-1,324
198,54	-0,899	1,839	-1,308
199,04	-0,909	1,829	-1,323
199,55	-0,900	1,839	-1,322
200,05	-0,894	1,855	-1,327
200,55	-0,890	1,856	-1,329
201,06	-0,889	1,845	-1,332
201,58	-0,889	1,836	-1,337
202,08	-0,880	1,837	-1,342
202,59	-0,877	1,840	-1,343
203,09	-0,875	1,841	-1,337
203,59	-0,876	1,840	-1,333
204,10	-0,883	1,838	-1,328
204,61	-0,881	1,841	-1,322
205,11	-0,879	1,857	-1,323
205,61	-0,899	1,839	-1,323
206,13	-0,898	1,838	-1,335
206,64	-0,881	1,846	-1,338
207,14	-0,885	1,842	-1,344
207,65	-0,910	1,843	-1,342
208,17	-0,905	1,850	-1,348
208,67	-0,885	1,855	-1,338
209,17	-0,894	1,855	-1,342
209,68	-0,901	1,853	-1,351
210,20	-0,902	1,852	-1,349
210,70	-0,900	1,851	-1,342
211,20	-0,897	1,850	-1,332
211,72	-0,900	1,850	-1,327
212,22	-0,901	1,848	-1,324
212,73	-0,905	1,848	-1,324
213,24	-0,907	1,848	-1,322
213,75	-0,909	1,847	-1,317
214,26	-0,911	1,846	-1,314
214,76	-0,911	1,847	-1,312
215,26	-0,909	1,848	-1,311
215,77	-0,902	1,849	-1,315
216,29	-0,904	1,842	-1,318
216,80	-0,895	1,805	-1,303
217,31	-0,911	1,796	-1,312
217,81	-0,952	1,804	-1,359
218,31	-0,978	1,796	-1,351
218,83	-0,980	1,773	-1,308
219,33	-0,985	1,772	-1,314
219,83	-0,990	1,775	-1,317
220,34	-0,988	1,778	-1,338
220,86	-0,996	1,779	-1,376
221,36	-0,992	1,778	-1,388
221,87	-0,982	1,781	-1,374
222,38	-0,975	1,782	-1,360
222,88	-0,976	1,777	-1,353
223,40	-0,973	1,767	-1,343
223,91	-0,971	1,769	-1,340
224,41	-0,970	1,770	-1,344
224,91	-0,969	1,770	-1,348
225,43	-0,968	1,770	-1,347
225,94	-0,971	1,770	-1,342
226,44	-0,975	1,774	-1,337
226,95	-0,934	1,841	-1,316
227,47	-0,908	1,857	-1,326
227,97	-0,902	1,856	-1,333
228,48	-0,899	1,858	-1,342
228,98	-0,901	1,858	-1,340
229,48	-0,905	1,854	-1,340
229,99	-0,905	1,852	-1,346
230,49	-0,909	1,850	-1,351
230,99	-0,902	1,842	-1,342
231,51	-0,884	1,840	-1,340
232,02	-0,881	1,843	-1,347
232,52	-0,882	1,844	-1,345
233,04	-0,883	1,843	-1,342
233,54	-0,886	1,843	-1,339
234,04	-0,888	1,842	-1,331
234,55	-0,887	1,846	-1,330
235,05	-0,894	1,844	-1,328
235,56	-0,897	1,843	-1,327
236,06	-0,898	1,843	-1,323
236,58	-0,897	1,843	-1,322
237,08	-0,895	1,842	-1,324
237,58	-0,891	1,842	-1,327
238,09	-0,888	1,843	-1,328
238,61	-0,887	1,842	-1,332
239,11	-0,888	1,841	-1,335
239,62	-0,888	1,841	-1,336
240,13	-0,889	1,840	-1,337
240,63	-0,885	1,841	-1,335
241,15	-0,887	1,843	-1,333
241,65	-0,889	1,842	-1,332
242,16	-0,895	1,841	-1,328
242,67	-0,907	1,841	-1,320
243,17	-0,910	1,841	-1,315
243,68	-0,905	1,842	-1,318
244,19	-0,902	1,841	-1,320
244,69	-0,895	1,842	-1,325
245,19	-0,890	1,843	-1,329
245,70	-0,891	1,842	-1,329
246,20	-0,888	1,842	-1,327
246,72	-0,885	1,842	-1,325
247,22	-0,886	1,841	-1,323
247,73	-0,885	1,841	-1,318
248,24	-0,888	1,842	-1,326
248,74	-0,889	1,843	-1,326
249,26	-0,891	1,843	-1,327
249,77	-0,893	1,842	-1,328
250,27	-0,895	1,841	-1,328
250,79	-0,896	1,841	-1,328
251,29	-0,894	1,843	-1,330
251,79	-0,895	1,842	-1,331
252,30	-0,894	1,842	-1,333
252,81	-0,894	1,841	-1,334
253,31	-0,888	1,841	-1,337
253,83	-0,887	1,841	-1,344
254,33	-0,888	1,841	-1,343
254,83	-0,910	1,836	-1,329
255,34	-0,920	1,838	-1,312
255,85	-0,920	1,837	-1,307
256,36	-0,916	1,838	-1,311
256,87	-0,911	1,837	-1,308
257,38	-0,897	1,839	-1,317
257,89	-0,894	1,848	-1,319
258,40	-0,916	1,835	-1,324
258,90	-0,952	1,808	-1,316
259,40	-0,933	1,810	-1,290
259,92	-0,917	1,816	-1,291
260,42	-0,891	1,836	-1,299
260,93	-0,875	1,847	-1,301
261,43	-0,890	1,837	-1,311
261,94	-0,893	1,835	-1,309
262,46	-0,903	1,837	-1,305
262,96	-0,910	1,836	-1,300
263,47	-0,905	1,838	-1,306
263,99	-0,905	1,839	-1,311
264,49	-0,901	1,838	-1,309
265,00	-0,899	1,838	-1,309
265,51	-0,898	1,839	-1,310
266,02	-0,901	1,837	-1,313
266,54	-0,900	1,836	-1,307
267,04	-0,897	1,835	-1,298
267,54	-0,899	1,835	-1,294
268,05	-0,900	1,836	-1,291
268,56	-0,898	1,836	-1,291
269,06	-0,896	1,837	-1,294
269,58	-0,894	1,836	-1,294
270,08	-0,891	1,835	-1,291
270,58	-0,912	1,816	-1,306
271,09	-0,953	1,806	-1,357
271,61	-0,975	1,802	-1,355
272,12	-0,979	1,801	-1,328
272,63	-0,966	1,808	-1,319
273,15	-0,959	1,809	-1,316
273,65	-0,962	1,809	-1,318
274,16	-0,961	1,812	-1,310
274,67	-0,913	1,814	-1,258
275,18	-0,897	1,867	-1,283
275,69	-0,894	1,870	-1,290
276,20	-0,912	1,861	-1,294
276,70	-0,925	1,849	-1,295
277,22	-0,960	1,812	-1,311
277,73	-0,943	1,815	-1,281
278,23	-0,912	1,817	-1,271
278,74	-0,900	1,826	-1,289
279,24	-0,890	1,835	-1,307
279,76	-0,883	1,837	-1,314
280,27	-0,880	1,838	-1,317
280,78	-0,884	1,840	-1,316
281,29	-0,879	1,842	-1,315
281,79	-0,880	1,849	-1,311
282,29	-0,887	1,841	-1,293
282,79	-0,925	1,844	-1,318
283,31	-0,968	1,843	-1,332
283,82	-0,989	1,836	-1,310
284,33	-0,998	1,829	-1,285
284,83	-0,980	1,826	-1,271
285,33	-0,970	1,832	-1,262
285,84	-0,964	1,825	-1,265
286,35	-0,960	1,826	-1,290
286,86	-0,934	1,803	-1,281
287,37	-0,936	1,788	-1,301
287,88	-0,897	1,813	-1,289
288,38	-0,833	1,821	-1,272
288,88	-0,809	1,820	-1,281
289,38	-0,806	1,821	-1,288
289,90	-0,829	1,811	-1,282
290,40	-0,812	1,810	-1,273
290,91	-0,790	1,809	-1,256
291,41	-0,797	1,810	-1,250
291,91	-0,886	1,807	-1,252
292,43	-0,930	1,801	-1,245
292,94	-0,856	1,851	-1,227
293,45	-0,910	1,857	-1,285
293,97	-0,950	1,854	-1,345
294,48	-0,979	1,822	-1,344
294,98	-0,972	1,782	-1,333
295,49	-0,918	1,826	-1,303
296,01	-0,875	1,858	-1,301
296,51	-0,903	1,869	-1,303
297,02	-0,895	1,887	-1,307
297,52	-0,910	1,896	-1,299
298,04	-0,929	1,874	-1,319
298,54	-0,938	1,867	-1,308
299,05	-0,942	1,861	-1,304
299,56	-0,959	1,849	-1,288
300,08	-0,944	1,848	-1,317
300,59	-0,931	1,857	-1,336
301,09	-0,929	1,854	-1,335
301,61	-0,933	1,853	-1,325
302,11	-0,935	1,852	-1,317
302,61	-0,935	1,849	-1,310
303,11	-0,942	1,849	-1,310
303,62	-0,946	1,848	-1,314
304,13	-0,939	1,854	-1,315
304,65	-0,935	1,851	-1,312
305,16	-0,935	1,849	-1,308
305,66	-0,937	1,848	-1,309
306,17	-0,941	1,847	-1,310
306,68	-0,941	1,848	-1,311
307,19	-0,940	1,848	-1,307
307,69	-0,967	1,822	-1,312
308,20	-0,978	1,810	-1,314
308,71	-0,960	1,821	-1,306
309,21	-0,947	1,835	-1,303
309,71	-0,947	1,838	-1,293
310,22	-0,987	1,841	-1,299
310,74	-1,038	1,840	-1,343
311,24	-1,004	1,838	-1,316
311,75	-1,005	1,810	-1,281
312,25	-1,033	1,790	-1,289
312,75	-1,048	1,786	-1,321
313,28	-1,022	1,829	-1,276
313,79	-0,990	1,843	-1,268
314,31	-0,985	1,856	-1,287
314,82	-0,975	1,851	-1,310
315,32	-0,961	1,855	-1,327
315,83	-0,951	1,855	-1,326
316,34	-0,954	1,852	-1,319
316,84	-0,962	1,849	-1,306
317,36	-0,963	1,847	-1,293
317,86	-0,964	1,848	-1,296
318,37	-0,968	1,848	-1,300
318,87	-0,972	1,849	-1,301
319,37	-0,972	1,847	-1,298
319,87	-0,974	1,846	-1,295
320,38	-0,979	1,844	-1,290
320,88	-0,986	1,842	-1,283
321,38	-0,938	1,864	-1,307
321,90	-0,965	1,832	-1,329
322,41	-1,000	1,788	-1,319
322,91	-0,983	1,774	-1,281
323,43	-1,013	1,787	-1,286
323,94	-1,018	1,797	-1,275
324,44	-0,960	1,805	-1,233
324,95	-0,888	1,809	-1,216
325,45	-0,877	1,807	-1,207
325,95	-0,917	1,837	-1,220
326,47	-0,974	1,835	-1,256
326,98	-0,990	1,831	-1,278
327,48	-0,998	1,823	-1,279
327,99	-0,998	1,821	-1,283
328,51	-0,999	1,818	-1,287
329,01	-1,026	1,793	-1,313
329,53	-1,040	1,785	-1,327
330,03	-1,039	1,785	-1,324
330,54	-1,039	1,783	-1,319
331,05	-1,014	1,799	-1,297
331,56	-0,975	1,829	-1,300
332,06	-0,959	1,835	-1,306
332,58	-0,963	1,841	-1,310
333,09	-0,962	1,844	-1,312
333,59	-0,961	1,844	-1,317
334,10	-0,956	1,845	-1,320
334,62	-0,947	1,845	-1,327
335,12	-0,943	1,845	-1,334
335,62	-0,941	1,845	-1,334
336,13	-0,940	1,844	-1,332
336,65	-0,943	1,842	-1,331
337,16	-0,944	1,840	-1,327
337,66	-0,941	1,841	-1,329
338,17	-0,939	1,843	-1,328
338,69	-0,941	1,844	-1,326
339,20	-0,940	1,844	-1,331
339,70	-0,941	1,848	-1,341
340,22	-0,940	1,849	-1,352
340,73	-0,941	1,847	-1,345
341,23	-0,943	1,845	-1,342
341,74	-0,942	1,845	-1,340
342,25	-0,941	1,845	-1,338
342,76	-0,940	1,845	-1,337
343,27	-0,954	1,841	-1,333
343,79	-0,948	1,840	-1,330
344,29	-0,949	1,840	-1,328
344,79	-0,944	1,842	-1,328
345,30	-0,941	1,843	-1,327
345,80	-0,938	1,841	-1,327
346,31	-0,936	1,840	-1,328
346,83	-0,936	1,839	-1,330
347,34	-0,937	1,840	-1,329
347,84	-0,938	1,841	-1,327
348,35	-0,938	1,839	-1,326
348,85	-0,941	1,839	-1,328
349,35	-0,941	1,839	-1,328
349,87	-0,936	1,839	-1,329
350,38	-0,932	1,841	-1,337
350,90	-0,930	1,842	-1,338
351,41	-0,928	1,840	-1,336
351,92	-0,927	1,841	-1,341
352,43	-0,930	1,840	-1,343
352,94	-0,943	1,843	-1,346
353,45	-0,943	1,843	-1,333
353,97	-0,955	1,838	-1,320
354,48	-0,960	1,831	-1,297
354,98	-0,956	1,830	-1,292
355,49	-0,950	1,835	-1,306
355,99	-0,939	1,838	-1,317
356,51	-0,938	1,837	-1,320
357,01	-0,944	1,838	-1,323
357,51	-0,946	1,837	-1,323
358,02	-0,948	1,838	-1,321
358,52	-0,948	1,837	-1,318
359,03	-0,951	1,836	-1,319
359,54	-0,951	1,835	-1,322
360,04	-0,953	1,836	-1,326
360,56	-0,969	1,830	-1,332
361,06	-0,968	1,827	-1,320
361,57	-0,945	1,854	-1,327
362,07	-0,948	1,854	-1,344
362,57	-0,960	1,856	-1,353
363,08	-0,951	1,863	-1,355
363,60	-0,955	1,853	-1,341
364,10	-0,963	1,850	-1,344
364,61	-0,966	1,848	-1,338
365,12	-0,950	1,841	-1,322
365,63	-0,933	1,841	-1,316
366,14	-0,938	1,835	-1,323
366,64	-0,958	1,827	-1,362
367,17	-0,953	1,822	-1,381
367,67	-0,968	1,806	-1,418
368,19	-0,963	1,802	-1,410
368,70	-0,958	1,832	-1,377
369,22	-0,945	1,832	-1,353
369,72	-0,949	1,830	-1,355
370,22	-0,943	1,829	-1,363
370,72	-0,940	1,829	-1,366
371,23	-0,954	1,818	-1,364
371,73	-0,985	1,792	-1,359
372,23	-1,026	1,782	-1,360
372,74	-1,053	1,780	-1,360
373,24	-1,075	1,776	-1,362
373,74	-1,080	1,774	-1,358
374,26	-1,081	1,776	-1,347
374,76	-1,068	1,780	-1,327
375,27	-1,038	1,792	-1,305
375,78	-1,013	1,791	-1,283
376,28	-0,992	1,835	-1,287
376,78	-0,969	1,849	-1,305
377,29	-1,007	1,800	-1,343
377,80	-1,022	1,792	-1,355
378,31	-1,016	1,777	-1,332
378,81	-1,012	1,768	-1,307
379,33	-1,012	1,772	-1,307
379,84	-1,007	1,771	-1,303
380,34	-0,995	1,770	-1,297
380,85	-0,996	1,774	-1,303
381,35	-0,993	1,799	-1,306
381,86	-0,972	1,834	-1,303
382,37	-0,953	1,842	-1,312
382,87	-0,951	1,842	-1,319
383,37	-0,949	1,839	-1,326
383,88	-0,987	1,804	-1,337
384,40	-1,011	1,797	-1,335
384,90	-1,000	1,811	-1,310
385,40	-0,978	1,828	-1,296
385,91	-0,970	1,836	-1,295
386,42	-0,965	1,847	-1,299
386,93	-0,969	1,842	-1,298
387,44	-0,979	1,836	-1,299
387,94	-0,977	1,837	-1,302
388,44	-0,961	1,847	-1,314
388,95	-0,953	1,847	-1,313
389,45	-0,959	1,845	-1,317
389,97	-0,966	1,841	-1,321
390,48	-0,968	1,840	-1,318
390,99	-0,971	1,838	-1,317
391,49	-0,968	1,854	-1,319
392,01	-0,976	1,839	-1,317
392,52	-0,972	1,834	-1,315
393,02	-0,964	1,833	-1,314
393,53	-0,961	1,833	-1,315
394,03	-0,998	1,803	-1,346
394,55	-1,024	1,794	-1,369
395,06	-1,037	1,790	-1,360
395,56	-1,018	1,809	-1,307
396,08	-0,988	1,831	-1,290
396,59	-0,963	1,819	-1,288
