Time(s)	X	Y	Z
146,95	-0,818	1,526	-1,146
147,47	-0,928	1,526	-1,138
147,97	-1,060	1,521	-1,169
148,48	-1,095	1,520	-1,172
148,99	-0,972	1,539	-1,152
149,51	-0,788	1,544	-1,129
150,02	-0,695	1,541	-1,116
150,52	-0,701	1,552	-1,147
151,03	-0,722	1,549	-1,166
151,54	-0,727	1,545	-1,168
152,05	-0,729	1,544	-1,163
152,56	-0,729	1,543	-1,156
153,08	-0,754	1,539	-1,151
153,59	-0,848	1,530	-1,160
154,10	-0,957	1,530	-1,188
154,60	-0,948	1,537	-1,165
155,10	-0,926	1,540	-1,136
155,60	-0,924	1,541	-1,129
156,12	-0,916	1,542	-1,129
156,63	-0,914	1,541	-1,126
157,15	-0,913	1,541	-1,117
157,66	-0,910	1,541	-1,117
158,16	-0,909	1,541	-1,118
158,67	-0,913	1,541	-1,118
159,19	-0,916	1,540	-1,117
159,69	-0,914	1,539	-1,117
160,20	-0,914	1,539	-1,116
160,70	-0,914	1,538	-1,115
161,20	-0,916	1,540	-1,117
161,72	-0,914	1,540	-1,118
162,23	-0,912	1,540	-1,117
162,74	-0,911	1,539	-1,117
163,24	-0,911	1,537	-1,110
163,76	-0,913	1,540	-1,107
164,26	-0,913	1,540	-1,100
164,76	-0,913	1,540	-1,099
165,26	-0,911	1,540	-1,099
165,76	-0,907	1,542	-1,107
166,27	-0,903	1,542	-1,114
166,78	-0,942	1,545	-1,119
167,29	-0,989	1,550	-1,123
167,89	-0,972	1,533	-1,152
168,40	-0,763	1,536	-1,171
168,92	-0,704	1,535	-1,193
169,42	-0,724	1,539	-1,202
169,92	-0,738	1,538	-1,211
170,43	-0,743	1,539	-1,224
170,94	-0,765	1,542	-1,284
171,45	-0,757	1,536	-1,341
171,95	-0,761	1,536	-1,352
172,47	-0,750	1,550	-1,245
172,97	-0,718	1,542	-1,189
173,48	-0,737	1,535	-1,197
173,98	-0,735	1,535	-1,194
174,48	-0,738	1,535	-1,200
174,99	-0,740	1,534	-1,200
175,51	-0,744	1,536	-1,209
176,01	-0,745	1,537	-1,217
176,52	-0,746	1,536	-1,214
177,02	-0,743	1,536	-1,216
177,52	-0,744	1,535	-1,218
178,02	-0,745	1,536	-1,212
178,53	-0,743	1,536	-1,210
179,05	-0,741	1,535	-1,219
179,55	-0,747	1,527	-1,226
180,06	-0,746	1,525	-1,233
180,56	-0,750	1,520	-1,230
181,06	-0,734	1,534	-1,216
181,58	-0,732	1,543	-1,214
182,09	-0,738	1,544	-1,216
182,59	-0,737	1,543	-1,217
183,10	-0,737	1,542	-1,218
183,62	-0,737	1,541	-1,214
184,12	-0,735	1,541	-1,213
184,63	-0,736	1,539	-1,217
185,13	-0,736	1,539	-1,217
185,63	-0,732	1,539	-1,221
186,15	-0,730	1,540	-1,225
186,65	-0,730	1,540	-1,223
187,15	-0,730	1,540	-1,219
187,65	-0,730	1,540	-1,217
188,16	-0,726	1,542	-1,214
188,67	-0,729	1,538	-1,210
189,17	-0,731	1,538	-1,216
189,69	-0,729	1,538	-1,223
190,19	-0,734	1,538	-1,221
190,69	-0,738	1,537	-1,220
191,20	-0,737	1,538	-1,215
191,72	-0,731	1,538	-1,213
192,22	-0,728	1,539	-1,209
192,73	-0,726	1,538	-1,201
193,24	-0,726	1,538	-1,198
193,74	-0,726	1,540	-1,201
194,26	-0,729	1,538	-1,203
194,76	-0,730	1,538	-1,209
195,26	-0,729	1,537	-1,209
195,76	-0,742	1,529	-1,187
196,27	-0,754	1,524	-1,177
196,77	-0,741	1,529	-1,186
197,27	-0,731	1,531	-1,193
197,78	-0,729	1,529	-1,198
198,30	-0,731	1,535	-1,211
198,81	-0,733	1,535	-1,211
199,33	-0,732	1,534	-1,206
199,83	-0,734	1,533	-1,206
200,34	-0,733	1,534	-1,206
200,85	-0,729	1,535	-1,207
201,35	-0,727	1,536	-1,211
201,87	-0,729	1,537	-1,214
202,38	-0,730	1,536	-1,216
202,90	-0,732	1,534	-1,215
203,41	-0,729	1,534	-1,211
203,91	-0,719	1,536	-1,205
204,42	-0,705	1,539	-1,204
204,92	-0,697	1,539	-1,208
205,44	-0,695	1,540	-1,210
205,94	-0,697	1,540	-1,209
206,44	-0,700	1,538	-1,206
206,95	-0,702	1,537	-1,206
207,46	-0,701	1,538	-1,206
207,96	-0,703	1,538	-1,206
208,47	-0,704	1,537	-1,203
208,98	-0,705	1,536	-1,202
209,49	-0,707	1,535	-1,204
209,99	-0,716	1,534	-1,202
210,49	-0,725	1,531	-1,201
211,01	-0,725	1,531	-1,203
211,51	-0,722	1,531	-1,200
212,02	-0,727	1,529	-1,195
212,52	-0,725	1,527	-1,195
213,03	-0,730	1,525	-1,183
213,55	-0,785	1,521	-1,164
214,05	-0,880	1,525	-1,161
214,56	-1,011	1,520	-1,200
215,08	-1,041	1,528	-1,213
215,58	-0,967	1,537	-1,160
216,08	-0,911	1,542	-1,127
216,59	-0,925	1,536	-1,097
217,10	-0,928	1,533	-1,075
217,60	-0,941	1,544	-1,111
218,11	-1,007	1,538	-1,171
218,62	-0,943	1,533	-1,181
219,14	-0,814	1,534	-1,161
219,64	-0,765	1,539	-1,171
220,15	-0,765	1,540	-1,169
220,66	-0,763	1,540	-1,170
221,17	-0,749	1,542	-1,167
221,68	-0,750	1,541	-1,173
222,19	-0,751	1,540	-1,177
222,70	-0,749	1,541	-1,181
223,21	-0,754	1,541	-1,185
223,72	-0,754	1,541	-1,185
224,22	-0,752	1,541	-1,181
224,73	-0,748	1,541	-1,169
225,23	-0,749	1,541	-1,164
225,73	-0,750	1,540	-1,165
226,24	-0,751	1,540	-1,170
226,74	-0,751	1,540	-1,172
227,24	-0,750	1,540	-1,174
227,76	-0,750	1,540	-1,177
228,27	-0,749	1,539	-1,174
228,79	-0,750	1,540	-1,172
229,30	-0,750	1,538	-1,168
229,80	-0,750	1,538	-1,166
230,31	-0,748	1,538	-1,165
230,81	-0,748	1,537	-1,163
231,31	-0,748	1,538	-1,164
231,81	-0,746	1,539	-1,170
232,33	-0,745	1,539	-1,170
232,84	-0,744	1,538	-1,169
233,34	-0,741	1,538	-1,168
233,84	-0,741	1,538	-1,166
234,35	-0,745	1,537	-1,160
234,85	-0,762	1,536	-1,145
235,35	-0,816	1,533	-1,119
235,87	-0,887	1,535	-1,125
236,37	-0,957	1,537	-1,154
236,87	-1,051	1,528	-1,189
237,38	-1,045	1,523	-1,175
237,90	-0,961	1,523	-1,106
238,40	-0,932	1,535	-1,092
238,91	-0,927	1,535	-1,098
239,42	-0,918	1,536	-1,105
239,92	-0,909	1,537	-1,108
240,42	-0,906	1,537	-1,111
240,94	-0,906	1,537	-1,108
241,44	-0,904	1,537	-1,104
241,94	-0,904	1,538	-1,103
242,45	-0,902	1,538	-1,102
242,96	-0,909	1,536	-1,100
243,47	-0,910	1,538	-1,105
243,97	-0,924	1,542	-1,111
244,48	-0,924	1,536	-1,116
244,98	-0,909	1,546	-1,123
245,49	-0,955	1,541	-1,129
246,00	-0,981	1,529	-1,162
246,50	-0,848	1,537	-1,144
247,01	-0,757	1,530	-1,114
247,53	-0,770	1,536	-1,103
248,04	-0,773	1,537	-1,101
248,54	-0,776	1,534	-1,114
249,05	-0,775	1,534	-1,132
249,55	-0,777	1,535	-1,140
250,07	-0,775	1,536	-1,142
250,57	-0,781	1,530	-1,142
251,08	-0,772	1,533	-1,139
251,58	-0,776	1,535	-1,143
252,11	-0,802	1,537	-1,155
252,62	-0,911	1,532	-1,165
253,14	-1,007	1,530	-1,191
253,64	-0,969	1,526	-1,174
254,15	-0,926	1,538	-1,127
254,65	-0,947	1,534	-1,093
255,15	-0,943	1,536	-1,088
255,67	-0,939	1,537	-1,092
256,17	-0,935	1,538	-1,094
256,67	-0,936	1,539	-1,093
257,17	-0,939	1,539	-1,096
257,68	-0,936	1,539	-1,099
258,19	-0,922	1,540	-1,102
258,71	-0,929	1,547	-1,136
259,22	-0,998	1,538	-1,197
259,72	-1,047	1,524	-1,224
260,24	-0,930	1,533	-1,229
260,75	-0,751	1,540	-1,202
261,25	-0,740	1,541	-1,195
261,75	-0,763	1,538	-1,181
262,26	-0,762	1,543	-1,173
262,77	-0,766	1,543	-1,178
263,27	-0,765	1,542	-1,183
263,78	-0,758	1,540	-1,187
264,28	-0,755	1,541	-1,193
264,78	-0,755	1,542	-1,196
265,30	-0,754	1,542	-1,196
265,80	-0,755	1,542	-1,197
266,31	-0,754	1,541	-1,193
266,81	-0,750	1,541	-1,192
267,33	-0,744	1,540	-1,193
267,83	-0,749	1,539	-1,198
268,34	-0,752	1,540	-1,199
268,84	-0,754	1,539	-1,198
269,35	-0,751	1,540	-1,198
269,85	-0,754	1,542	-1,195
270,35	-0,792	1,541	-1,181
270,87	-0,907	1,506	-1,165
271,37	-1,016	1,507	-1,166
271,88	-0,945	1,536	-1,134
272,40	-0,925	1,548	-1,118
272,90	-0,918	1,544	-1,104
273,41	-0,920	1,542	-1,104
273,92	-0,918	1,543	-1,106
274,42	-0,922	1,544	-1,102
274,93	-0,919	1,544	-1,094
275,44	-0,937	1,550	-1,100
275,96	-0,941	1,549	-1,088
276,48	-1,010	1,551	-1,157
276,98	-0,845	1,553	-1,158
277,50	-0,690	1,542	-1,124
278,00	-0,720	1,543	-1,136
278,50	-0,741	1,543	-1,141
279,01	-0,779	1,532	-1,165
279,52	-0,774	1,540	-1,157
280,03	-0,766	1,543	-1,162
280,53	-0,762	1,543	-1,166
281,03	-0,766	1,544	-1,167
281,53	-0,772	1,540	-1,170
282,05	-0,769	1,536	-1,170
282,55	-0,766	1,538	-1,168
283,06	-0,762	1,539	-1,168
283,56	-0,761	1,541	-1,170
284,08	-0,764	1,539	-1,167
284,58	-0,762	1,540	-1,164
285,09	-0,754	1,540	-1,161
285,60	-0,754	1,540	-1,158
286,10	-0,756	1,539	-1,158
286,62	-0,754	1,539	-1,162
287,13	-0,752	1,538	-1,162
287,63	-0,750	1,539	-1,160
288,14	-0,747	1,539	-1,156
288,64	-0,745	1,539	-1,149
289,15	-0,744	1,539	-1,150
289,66	-0,742	1,538	-1,153
290,16	-0,748	1,538	-1,155
290,66	-0,771	1,524	-1,154
291,16	-0,858	1,543	-1,185
291,67	-0,999	1,541	-1,207
292,18	-1,013	1,536	-1,152
292,68	-0,973	1,533	-1,103
293,19	-1,024	1,543	-1,139
293,69	-1,035	1,531	-1,174
294,21	-0,831	1,543	-1,137
294,72	-0,640	1,541	-1,077
295,22	-0,707	1,534	-1,086
295,73	-0,849	1,549	-1,149
296,25	-0,930	1,546	-1,166
296,75	-0,904	1,546	-1,150
297,26	-0,886	1,548	-1,131
297,76	-0,884	1,547	-1,121
298,27	-0,867	1,549	-1,124
298,77	-0,859	1,552	-1,126
299,27	-0,853	1,553	-1,128
299,78	-0,852	1,550	-1,130
300,28	-0,854	1,548	-1,129
300,78	-0,854	1,550	-1,125
301,28	-0,848	1,551	-1,122
301,80	-0,842	1,550	-1,121
302,30	-0,838	1,550	-1,125
302,81	-0,838	1,550	-1,129
303,33	-0,836	1,552	-1,114
303,84	-0,851	1,544	-1,117
304,34	-0,910	1,540	-1,152
304,85	-0,903	1,519	-1,146
305,35	-0,684	1,537	-1,131
305,85	-0,571	1,556	-1,135
306,37	-0,693	1,552	-1,148
306,88	-0,932	1,542	-1,194
307,40	-0,945	1,538	-1,177
307,90	-0,896	1,544	-1,142
308,41	-0,886	1,546	-1,119
308,91	-0,884	1,540	-1,100
309,42	-0,875	1,531	-1,079
309,92	-0,868	1,533	-1,068
310,42	-0,866	1,537	-1,072
310,94	-0,862	1,540	-1,074
311,45	-0,860	1,541	-1,079
311,95	-0,862	1,540	-1,078
312,46	-0,863	1,540	-1,089
312,98	-0,858	1,541	-1,094
313,48	-0,856	1,541	-1,096
313,98	-0,855	1,542	-1,097
314,49	-0,856	1,540	-1,088
314,99	-0,857	1,539	-1,081
315,49	-0,855	1,540	-1,087
316,01	-0,851	1,542	-1,097
316,51	-0,850	1,541	-1,090
317,01	-0,847	1,542	-1,088
317,52	-0,845	1,542	-1,090
318,03	-0,842	1,543	-1,092
318,53	-0,842	1,544	-1,094
319,05	-0,843	1,544	-1,105
319,56	-0,852	1,543	-1,103
320,06	-0,860	1,539	-1,095
320,58	-0,859	1,541	-1,078
321,09	-0,863	1,553	-1,071
321,59	-0,863	1,531	-1,075
322,10	-0,878	1,525	-1,099
322,60	-0,854	1,546	-1,131
323,12	-0,856	1,542	-1,146
323,63	-0,868	1,536	-1,160
324,13	-0,854	1,539	-1,136
324,65	-0,844	1,541	-1,124
325,16	-0,848	1,542	-1,115
325,66	-0,848	1,543	-1,105
326,17	-0,854	1,541	-1,097
326,69	-0,852	1,540	-1,099
327,20	-0,848	1,542	-1,114
327,70	-0,846	1,541	-1,114
328,21	-0,841	1,542	-1,119
328,71	-0,849	1,540	-1,130
329,21	-0,873	1,528	-1,149
329,72	-0,872	1,538	-1,153
330,23	-0,880	1,538	-1,160
330,74	-0,895	1,539	-1,174
331,25	-0,930	1,535	-1,187
331,76	-0,952	1,539	-1,194
332,28	-1,055	1,495	-1,259
332,79	-0,944	1,501	-1,267
333,30	-0,743	1,505	-1,212
333,80	-0,722	1,509	-1,211
334,30	-0,759	1,510	-1,207
334,81	-0,788	1,511	-1,231
335,32	-0,783	1,515	-1,210
335,83	-0,763	1,532	-1,196
336,33	-0,780	1,520	-1,206
336,84	-0,775	1,529	-1,206
337,35	-0,767	1,533	-1,206
337,85	-0,762	1,535	-1,210
338,37	-0,765	1,533	-1,216
338,87	-0,759	1,538	-1,209
339,37	-0,751	1,543	-1,200
339,88	-0,750	1,542	-1,197
340,40	-0,751	1,541	-1,197
340,90	-0,749	1,540	-1,200
341,41	-0,748	1,543	-1,201
341,92	-0,730	1,547	-1,185
342,42	-0,759	1,540	-1,189
342,94	-0,874	1,508	-1,210
343,45	-1,015	1,487	-1,202
343,95	-1,006	1,518	-1,189
344,46	-0,945	1,532	-1,162
344,98	-0,921	1,537	-1,140
345,48	-0,908	1,545	-1,126
345,98	-0,928	1,531	-1,135
346,49	-0,949	1,518	-1,156
346,99	-0,906	1,521	-1,122
347,49	-0,900	1,536	-1,121
348,01	-0,884	1,543	-1,121
348,52	-0,878	1,544	-1,108
349,04	-0,879	1,546	-1,107
349,54	-0,875	1,546	-1,116
350,04	-0,906	1,540	-1,099
350,54	-1,000	1,509	-1,163
351,05	-1,042	1,473	-1,272
351,57	-0,865	1,483	-1,247
352,07	-0,755	1,502	-1,240
352,58	-0,812	1,497	-1,260
353,08	-0,832	1,499	-1,290
353,58	-0,788	1,543	-1,316
354,08	-0,790	1,535	-1,340
354,60	-0,829	1,516	-1,370
355,10	-0,833	1,518	-1,380
355,60	-0,826	1,519	-1,380
356,12	-0,826	1,523	-1,390
356,62	-0,808	1,533	-1,435
357,13	-0,797	1,548	-1,326
357,65	-0,782	1,550	-1,294
358,15	-0,788	1,544	-1,295
358,65	-0,783	1,544	-1,294
359,15	-0,779	1,545	-1,292
359,66	-0,778	1,544	-1,291
360,17	-0,774	1,545	-1,294
360,67	-0,777	1,544	-1,298
361,19	-0,776	1,544	-1,299
361,69	-0,785	1,535	-1,289
362,20	-0,812	1,525	-1,294
362,70	-0,816	1,531	-1,323
363,20	-0,811	1,533	-1,321
363,71	-0,844	1,538	-1,334
364,21	-0,917	1,529	-1,291
364,73	-0,898	1,541	-1,113
365,23	-0,935	1,553	-1,101
365,74	-0,990	1,549	-1,119
366,26	-0,986	1,545	-1,129
366,76	-0,974	1,543	-1,120
367,27	-0,971	1,541	-1,108
367,77	-0,969	1,542	-1,102
368,27	-0,967	1,544	-1,105
368,78	-0,965	1,545	-1,103
369,30	-0,960	1,545	-1,102
369,81	-0,969	1,547	-1,108
370,33	-0,974	1,543	-1,111
370,84	-0,969	1,542	-1,115
371,34	-0,964	1,545	-1,115
371,85	-0,971	1,543	-1,109
372,35	-0,983	1,535	-1,083
372,85	-0,986	1,538	-1,089
373,37	-0,983	1,538	-1,095
373,87	-0,978	1,539	-1,097
374,37	-0,972	1,539	-1,101
374,87	-0,970	1,540	-1,105
375,38	-0,967	1,541	-1,107
375,88	-0,973	1,540	-1,109
376,38	-0,973	1,540	-1,106
376,89	-0,972	1,540	-1,104
377,40	-0,972	1,541	-1,104
377,90	-0,992	1,551	-1,118
378,42	-1,094	1,533	-1,173
378,93	-1,118	1,512	-1,211
379,43	-0,969	1,522	-1,208
379,93	-0,822	1,529	-1,192
380,44	-0,808	1,537	-1,201
380,94	-0,836	1,522	-1,224
381,46	-0,837	1,517	-1,227
381,96	-0,839	1,516	-1,240
382,49	-0,816	1,537	-1,217
383,01	-0,800	1,543	-1,197
383,52	-0,798	1,542	-1,195
384,02	-0,796	1,541	-1,198
384,52	-0,793	1,541	-1,196
385,03	-0,791	1,541	-1,194
385,55	-0,795	1,545	-1,195
386,06	-0,904	1,524	-1,146
386,56	-1,052	1,517	-1,160
387,07	-1,009	1,549	-1,152
387,58	-0,997	1,536	-1,076
388,08	-0,981	1,536	-1,075
388,59	-0,968	1,548	-1,090
389,09	-0,970	1,544	-1,086
389,60	-0,961	1,544	-1,090
390,12	-0,957	1,544	-1,099
390,62	-0,956	1,543	-1,096
391,13	-0,957	1,542	-1,091
391,63	-0,958	1,542	-1,085
392,13	-0,959	1,542	-1,080
392,64	-0,960	1,537	-1,082
393,16	-0,961	1,529	-1,083
393,66	-0,960	1,531	-1,089
394,17	-0,954	1,533	-1,087
394,69	-0,950	1,534	-1,092
395,20	-0,949	1,534	-1,094
395,71	-0,956	1,527	-1,091
396,21	-0,962	1,524	-1,088
396,71	-0,957	1,528	-1,095
