Time(s)	X	Y	Z
60,44	-0,793	1,525	-1,267
60,96	-0,796	1,525	-1,261
61,47	-0,800	1,524	-1,260
61,98	-0,799	1,525	-1,267
62,50	-0,798	1,526	-1,270
63,00	-0,798	1,526	-1,271
63,53	-0,799	1,525	-1,269
64,05	-0,800	1,525	-1,267
64,55	-0,799	1,525	-1,265
65,06	-0,800	1,525	-1,266
65,56	-0,801	1,525	-1,267
66,07	-0,800	1,524	-1,268
66,59	-0,798	1,525	-1,268
67,10	-0,798	1,524	-1,269
67,60	-0,797	1,524	-1,270
68,11	-0,804	1,523	-1,273
68,62	-0,816	1,520	-1,278
69,13	-0,786	1,525	-1,271
69,64	-0,763	1,522	-1,260
70,14	-0,771	1,518	-1,236
70,66	-0,779	1,516	-1,229
71,17	-0,784	1,517	-1,230
71,68	-0,788	1,519	-1,240
72,19	-0,789	1,519	-1,241
72,70	-0,787	1,518	-1,238
73,20	-0,788	1,519	-1,240
73,70	-0,789	1,519	-1,244
74,21	-0,788	1,520	-1,253
74,71	-0,790	1,519	-1,258
75,21	-0,792	1,518	-1,257
75,71	-0,794	1,519	-1,260
76,21	-0,796	1,521	-1,260
76,71	-0,797	1,519	-1,255
77,23	-0,788	1,522	-1,246
77,74	-0,792	1,522	-1,248
78,25	-0,797	1,521	-1,251
78,75	-0,797	1,522	-1,256
79,27	-0,791	1,513	-1,263
79,78	-0,801	1,513	-1,266
80,28	-0,803	1,518	-1,267
80,80	-0,803	1,520	-1,272
81,30	-0,802	1,519	-1,268
81,82	-0,807	1,521	-1,264
82,34	-0,810	1,522	-1,268
82,88	-0,813	1,523	-1,276
83,39	-0,819	1,522	-1,285
83,89	-0,813	1,521	-1,285
84,40	-0,814	1,521	-1,278
84,91	-0,827	1,521	-1,273
85,41	-0,818	1,525	-1,271
85,93	-0,825	1,524	-1,259
86,43	-0,830	1,523	-1,257
86,94	-0,834	1,523	-1,266
87,45	-0,834	1,523	-1,272
87,95	-0,837	1,523	-1,275
88,46	-0,841	1,523	-1,280
88,98	-0,837	1,524	-1,282
89,48	-0,837	1,523	-1,275
89,99	-0,838	1,523	-1,272
90,50	-0,840	1,522	-1,271
91,02	-0,840	1,523	-1,274
91,53	-0,838	1,523	-1,282
92,05	-0,832	1,527	-1,282
92,55	-0,751	1,547	-1,297
93,05	-0,740	1,536	-1,287
93,56	-0,729	1,531	-1,271
94,06	-0,720	1,532	-1,265
94,57	-0,761	1,522	-1,232
95,07	-0,777	1,517	-1,225
95,57	-0,781	1,517	-1,210
96,09	-0,786	1,504	-1,225
96,59	-0,801	1,498	-1,249
97,10	-0,812	1,476	-1,267
97,60	-0,811	1,475	-1,266
98,10	-0,813	1,472	-1,261
98,62	-0,818	1,474	-1,246
99,13	-0,813	1,481	-1,237
99,64	-0,801	1,481	-1,250
100,16	-0,793	1,480	-1,261
100,66	-0,792	1,481	-1,262
101,16	-0,792	1,483	-1,263
101,67	-0,799	1,476	-1,258
102,18	-0,795	1,477	-1,258
102,69	-0,791	1,479	-1,262
103,20	-0,798	1,472	-1,248
103,71	-0,797	1,476	-1,250
104,21	-0,804	1,486	-1,262
104,73	-0,818	1,516	-1,289
105,24	-0,819	1,517	-1,291
105,74	-0,810	1,516	-1,289
106,24	-0,800	1,516	-1,291
106,75	-0,793	1,517	-1,291
107,27	-0,776	1,497	-1,272
107,78	-0,766	1,502	-1,272
108,28	-0,767	1,515	-1,276
108,78	-0,769	1,514	-1,272
109,29	-0,773	1,513	-1,267
109,80	-0,774	1,513	-1,275
110,30	-0,768	1,505	-1,278
110,80	-0,768	1,511	-1,284
111,31	-0,768	1,512	-1,282
111,81	-0,772	1,512	-1,280
112,31	-0,776	1,511	-1,278
112,82	-0,778	1,511	-1,275
113,32	-0,778	1,511	-1,269
113,84	-0,780	1,514	-1,271
114,35	-0,777	1,530	-1,267
114,85	-0,774	1,525	-1,276
115,35	-0,791	1,511	-1,293
115,85	-0,820	1,489	-1,319
116,37	-0,826	1,472	-1,288
116,87	-0,753	1,506	-1,255
117,37	-0,759	1,511	-1,248
117,88	-0,725	1,502	-1,197
118,39	-0,710	1,481	-1,191
118,89	-0,713	1,480	-1,196
119,41	-0,695	1,466	-1,203
119,91	-0,700	1,469	-1,204
120,41	-0,705	1,469	-1,200
120,92	-0,726	1,473	-1,202
121,43	-0,789	1,472	-1,288
121,94	-0,779	1,472	-1,303
122,44	-0,774	1,474	-1,294
122,95	-0,765	1,487	-1,267
123,46	-0,753	1,509	-1,250
123,96	-0,761	1,515	-1,248
124,47	-0,766	1,513	-1,248
124,97	-0,778	1,513	-1,250
125,47	-0,795	1,519	-1,257
125,98	-0,793	1,519	-1,241
126,50	-0,793	1,523	-1,254
127,00	-0,791	1,524	-1,257
127,51	-0,791	1,524	-1,258
128,02	-0,796	1,523	-1,261
128,53	-0,798	1,517	-1,268
129,04	-0,792	1,508	-1,288
129,54	-0,802	1,522	-1,286
130,04	-0,823	1,521	-1,274
130,54	-0,819	1,512	-1,283
131,05	-0,810	1,500	-1,291
131,55	-0,793	1,510	-1,291
132,07	-0,818	1,510	-1,274
132,57	-0,805	1,510	-1,271
133,07	-0,806	1,512	-1,266
133,58	-0,798	1,514	-1,268
134,09	-0,782	1,506	-1,270
134,61	-0,779	1,502	-1,278
135,11	-0,782	1,508	-1,283
135,62	-0,795	1,513	-1,287
136,13	-0,824	1,518	-1,270
136,63	-0,807	1,516	-1,290
137,13	-0,824	1,500	-1,249
137,63	-0,788	1,509	-1,272
138,14	-0,799	1,514	-1,254
138,66	-0,782	1,515	-1,261
139,17	-0,780	1,516	-1,258
139,69	-0,779	1,516	-1,266
140,20	-0,754	1,518	-1,289
140,70	-0,717	1,465	-1,322
141,20	-0,788	1,539	-1,255
141,71	-0,754	1,502	-1,251
142,23	-0,738	1,488	-1,223
142,73	-0,765	1,480	-1,209
143,23	-0,790	1,482	-1,224
143,74	-0,809	1,485	-1,247
144,25	-0,814	1,497	-1,257
144,75	-0,806	1,518	-1,261
145,25	-0,803	1,521	-1,265
145,75	-0,800	1,519	-1,270
146,27	-0,799	1,517	-1,273
146,78	-0,798	1,520	-1,275
147,28	-0,795	1,525	-1,277
147,78	-0,798	1,523	-1,272
148,30	-0,806	1,507	-1,273
148,80	-0,792	1,505	-1,276
149,32	-0,786	1,510	-1,273
149,82	-0,794	1,513	-1,271
150,33	-0,794	1,512	-1,271
150,83	-0,797	1,512	-1,277
151,33	-0,812	1,513	-1,275
151,86	-0,829	1,525	-1,262
152,37	-0,807	1,528	-1,255
152,87	-0,815	1,525	-1,243
153,39	-0,806	1,523	-1,256
153,90	-0,803	1,522	-1,273
154,40	-0,805	1,520	-1,278
154,91	-0,812	1,513	-1,271
155,42	-0,813	1,514	-1,271
155,92	-0,809	1,512	-1,265
156,42	-0,804	1,513	-1,260
156,93	-0,810	1,516	-1,259
157,44	-0,808	1,516	-1,256
157,95	-0,807	1,517	-1,249
158,45	-0,828	1,493	-1,272
158,96	-0,829	1,487	-1,270
159,48	-0,828	1,486	-1,265
159,99	-0,826	1,483	-1,256
160,49	-0,825	1,485	-1,262
161,00	-0,825	1,487	-1,271
161,52	-0,825	1,487	-1,275
162,02	-0,825	1,493	-1,274
162,53	-0,793	1,513	-1,246
163,05	-0,801	1,513	-1,241
163,55	-0,802	1,510	-1,238
164,06	-0,805	1,503	-1,244
164,56	-0,801	1,503	-1,249
165,06	-0,792	1,502	-1,243
165,57	-0,783	1,500	-1,239
166,09	-0,701	1,499	-1,207
166,59	-0,647	1,496	-1,208
167,10	-0,645	1,502	-1,224
167,60	-0,650	1,506	-1,215
168,12	-0,714	1,512	-1,204
168,62	-0,781	1,511	-1,214
169,13	-0,811	1,511	-1,228
169,63	-0,804	1,511	-1,234
170,13	-0,796	1,512	-1,246
170,64	-0,794	1,513	-1,249
171,14	-0,790	1,514	-1,252
171,64	-0,789	1,514	-1,256
172,16	-0,792	1,513	-1,259
172,66	-0,811	1,498	-1,267
173,17	-0,820	1,494	-1,271
173,69	-0,819	1,493	-1,265
174,19	-0,825	1,489	-1,288
174,69	-0,819	1,491	-1,293
175,20	-0,808	1,497	-1,281
175,71	-0,806	1,499	-1,277
176,21	-0,807	1,501	-1,284
176,73	-0,805	1,504	-1,287
177,23	-0,802	1,504	-1,282
177,74	-0,796	1,506	-1,274
178,25	-0,796	1,508	-1,274
178,77	-0,796	1,509	-1,273
179,27	-0,797	1,509	-1,274
179,77	-0,795	1,509	-1,273
180,28	-0,795	1,509	-1,270
180,80	-0,795	1,509	-1,266
181,31	-0,796	1,509	-1,266
181,81	-0,795	1,509	-1,265
182,31	-0,796	1,510	-1,273
182,82	-0,795	1,510	-1,277
183,34	-0,791	1,510	-1,275
183,85	-0,789	1,511	-1,273
184,37	-0,791	1,512	-1,270
184,87	-0,793	1,513	-1,270
185,38	-0,796	1,512	-1,272
185,89	-0,794	1,512	-1,275
186,39	-0,792	1,513	-1,277
186,91	-0,788	1,514	-1,276
187,42	-0,783	1,515	-1,266
187,92	-0,788	1,515	-1,265
188,43	-0,791	1,514	-1,264
188,95	-0,791	1,514	-1,266
189,45	-0,790	1,515	-1,271
189,96	-0,791	1,515	-1,277
190,48	-0,790	1,516	-1,281
190,98	-0,786	1,514	-1,280
191,49	-0,789	1,510	-1,276
192,00	-0,794	1,511	-1,272
192,52	-0,793	1,520	-1,271
193,02	-0,794	1,520	-1,273
193,53	-0,790	1,519	-1,278
194,05	-0,784	1,520	-1,279
194,55	-0,788	1,520	-1,275
195,06	-0,790	1,520	-1,270
195,56	-0,791	1,519	-1,264
196,07	-0,791	1,521	-1,270
196,59	-0,792	1,521	-1,282
197,10	-0,790	1,521	-1,288
197,60	-0,790	1,522	-1,290
198,11	-0,790	1,522	-1,291
198,62	-0,794	1,522	-1,287
199,13	-0,794	1,522	-1,281
199,64	-0,794	1,522	-1,276
200,16	-0,796	1,521	-1,276
200,67	-0,796	1,522	-1,284
201,18	-0,796	1,523	-1,288
201,68	-0,795	1,523	-1,283
202,19	-0,795	1,523	-1,277
202,70	-0,796	1,523	-1,276
203,21	-0,793	1,525	-1,281
203,71	-0,790	1,525	-1,288
204,23	-0,788	1,526	-1,292
204,73	-0,790	1,523	-1,295
205,23	-0,793	1,510	-1,289
205,73	-0,787	1,517	-1,299
206,24	-0,777	1,522	-1,297
206,74	-0,779	1,523	-1,290
207,24	-0,778	1,524	-1,293
207,75	-0,780	1,523	-1,294
208,27	-0,778	1,523	-1,295
208,77	-0,775	1,523	-1,296
209,28	-0,773	1,523	-1,301
209,80	-0,776	1,521	-1,298
210,30	-0,776	1,521	-1,301
210,81	-0,777	1,523	-1,305
211,35	-0,789	1,522	-1,297
211,86	-0,779	1,522	-1,294
212,36	-0,776	1,524	-1,301
212,87	-0,773	1,525	-1,298
213,37	-0,773	1,525	-1,299
213,88	-0,779	1,528	-1,292
214,38	-0,803	1,526	-1,296
214,89	-0,805	1,524	-1,271
215,39	-0,801	1,527	-1,266
215,90	-0,803	1,527	-1,270
216,41	-0,807	1,526	-1,281
216,92	-0,810	1,526	-1,285
217,43	-0,812	1,527	-1,284
217,94	-0,813	1,526	-1,282
218,45	-0,814	1,527	-1,281
218,95	-0,815	1,527	-1,279
219,46	-0,812	1,527	-1,274
219,96	-0,813	1,527	-1,272
220,48	-0,820	1,526	-1,270
220,98	-0,823	1,525	-1,270
221,48	-0,819	1,525	-1,270
221,98	-0,788	1,522	-1,263
222,48	-0,765	1,521	-1,279
222,99	-0,762	1,523	-1,303
223,50	-0,771	1,521	-1,302
224,00	-0,780	1,517	-1,287
224,52	-0,782	1,512	-1,269
225,03	-0,782	1,513	-1,263
225,55	-0,785	1,515	-1,268
226,06	-0,788	1,515	-1,274
226,57	-0,791	1,515	-1,277
227,07	-0,792	1,515	-1,282
227,57	-0,794	1,515	-1,284
228,09	-0,802	1,515	-1,273
228,59	-0,810	1,520	-1,244
229,10	-0,806	1,522	-1,245
229,60	-0,801	1,523	-1,227
230,11	-0,799	1,521	-1,233
230,61	-0,813	1,520	-1,244
231,13	-0,822	1,519	-1,242
231,63	-0,829	1,520	-1,243
232,14	-0,821	1,521	-1,252
232,65	-0,816	1,523	-1,265
233,16	-0,808	1,524	-1,271
233,66	-0,806	1,523	-1,264
234,16	-0,812	1,523	-1,259
234,67	-0,819	1,522	-1,258
235,17	-0,819	1,521	-1,263
235,68	-0,820	1,522	-1,263
236,20	-0,822	1,522	-1,263
236,71	-0,820	1,522	-1,261
237,21	-0,820	1,522	-1,260
237,73	-0,821	1,523	-1,260
238,23	-0,821	1,523	-1,260
238,73	-0,821	1,523	-1,262
239,24	-0,821	1,523	-1,265
239,74	-0,821	1,522	-1,267
240,25	-0,822	1,523	-1,266
240,77	-0,822	1,522	-1,262
241,28	-0,822	1,522	-1,258
241,80	-0,824	1,522	-1,261
242,31	-0,823	1,523	-1,265
242,82	-0,823	1,522	-1,268
243,32	-0,824	1,522	-1,268
243,84	-0,825	1,521	-1,265
244,35	-0,825	1,521	-1,260
244,85	-0,828	1,521	-1,256
245,36	-0,831	1,521	-1,254
245,87	-0,830	1,521	-1,253
246,37	-0,829	1,522	-1,256
246,88	-0,829	1,523	-1,262
247,39	-0,827	1,523	-1,270
247,89	-0,820	1,519	-1,282
248,41	-0,796	1,520	-1,295
248,92	-0,799	1,525	-1,293
249,43	-0,804	1,524	-1,285
249,93	-0,807	1,521	-1,289
250,43	-0,815	1,522	-1,293
250,95	-0,813	1,522	-1,302
251,46	-0,810	1,523	-1,308
251,98	-0,807	1,521	-1,305
252,49	-0,806	1,521	-1,303
253,00	-0,802	1,522	-1,303
253,50	-0,803	1,524	-1,302
254,00	-0,825	1,524	-1,313
254,50	-0,821	1,524	-1,316
255,01	-0,816	1,520	-1,306
255,51	-0,818	1,521	-1,295
256,01	-0,831	1,525	-1,289
256,52	-0,849	1,522	-1,246
257,02	-0,832	1,526	-1,238
257,52	-0,812	1,527	-1,247
258,02	-0,791	1,528	-1,256
258,53	-0,777	1,528	-1,267
259,04	-0,771	1,528	-1,270
259,55	-0,769	1,531	-1,265
260,06	-0,773	1,534	-1,265
260,56	-0,785	1,530	-1,264
261,06	-0,793	1,530	-1,267
261,56	-0,797	1,529	-1,270
262,07	-0,797	1,529	-1,268
262,57	-0,790	1,529	-1,272
263,09	-0,787	1,529	-1,281
263,60	-0,816	1,505	-1,312
264,10	-0,813	1,500	-1,330
264,61	-0,805	1,500	-1,332
265,11	-0,803	1,499	-1,322
265,61	-0,801	1,501	-1,315
266,13	-0,800	1,501	-1,323
266,63	-0,802	1,501	-1,316
267,13	-0,792	1,504	-1,290
267,63	-0,778	1,506	-1,269
268,14	-0,779	1,507	-1,263
268,64	-0,764	1,518	-1,258
269,14	-0,768	1,519	-1,268
269,66	-0,787	1,519	-1,268
270,17	-0,792	1,520	-1,263
270,67	-0,789	1,520	-1,268
271,18	-0,818	1,523	-1,262
271,70	-0,828	1,522	-1,265
272,20	-0,834	1,520	-1,256
272,71	-0,827	1,519	-1,256
273,21	-0,809	1,522	-1,257
273,71	-0,815	1,518	-1,255
274,23	-0,814	1,515	-1,259
274,74	-0,816	1,515	-1,250
275,24	-0,815	1,516	-1,248
275,75	-0,816	1,517	-1,252
276,27	-0,820	1,516	-1,260
276,77	-0,819	1,516	-1,260
277,28	-0,819	1,516	-1,261
277,78	-0,815	1,517	-1,264
278,30	-0,815	1,518	-1,267
278,81	-0,818	1,518	-1,268
279,31	-0,820	1,518	-1,269
279,82	-0,822	1,515	-1,267
280,32	-0,819	1,517	-1,265
280,84	-0,819	1,517	-1,266
281,35	-0,820	1,516	-1,264
281,86	-0,821	1,517	-1,265
282,38	-0,819	1,517	-1,265
282,88	-0,820	1,516	-1,247
283,39	-0,808	1,520	-1,240
283,91	-0,805	1,520	-1,239
284,41	-0,803	1,520	-1,237
284,91	-0,808	1,519	-1,235
285,42	-0,811	1,519	-1,237
285,93	-0,811	1,520	-1,243
286,45	-0,814	1,521	-1,248
286,96	-0,817	1,520	-1,247
287,46	-0,815	1,520	-1,243
287,96	-0,812	1,520	-1,243
288,46	-0,813	1,521	-1,245
288,96	-0,815	1,521	-1,250
289,46	-0,818	1,521	-1,252
289,98	-0,820	1,521	-1,250
290,49	-0,817	1,521	-1,243
290,99	-0,813	1,522	-1,243
291,50	-0,808	1,523	-1,255
292,02	-0,807	1,524	-1,268
292,52	-0,805	1,523	-1,265
293,03	-0,805	1,522	-1,259
293,54	-0,809	1,522	-1,266
294,05	-0,784	1,515	-1,270
294,56	-0,788	1,522	-1,290
295,07	-0,790	1,521	-1,290
295,57	-0,794	1,522	-1,296
296,09	-0,798	1,522	-1,302
296,60	-0,800	1,521	-1,299
297,10	-0,794	1,522	-1,298
297,60	-0,791	1,524	-1,298
298,10	-0,795	1,524	-1,296
298,60	-0,791	1,522	-1,303
299,11	-0,802	1,520	-1,309
299,63	-0,810	1,520	-1,308
300,13	-0,816	1,520	-1,307
300,64	-0,817	1,518	-1,294
301,16	-0,811	1,520	-1,301
301,67	-0,818	1,519	-1,302
302,18	-0,814	1,519	-1,311
302,70	-0,808	1,520	-1,311
303,20	-0,806	1,520	-1,312
303,71	-0,811	1,519	-1,311
304,21	-0,815	1,518	-1,301
304,73	-0,809	1,523	-1,313
305,24	-0,800	1,525	-1,311
305,75	-0,793	1,523	-1,313
306,25	-0,797	1,523	-1,308
306,77	-0,805	1,520	-1,307
307,28	-0,804	1,520	-1,309
307,78	-0,805	1,520	-1,308
308,29	-0,808	1,521	-1,311
308,79	-0,809	1,521	-1,312
309,29	-0,809	1,521	-1,311
309,81	-0,805	1,521	-1,308
310,32	-0,804	1,522	-1,308
310,82	-0,805	1,521	-1,310
311,32	-0,807	1,520	-1,309
311,84	-0,814	1,520	-1,316
312,34	-0,821	1,521	-1,324
312,84	-0,806	1,523	-1,313
313,35	-0,804	1,523	-1,302
313,86	-0,808	1,523	-1,304
314,36	-0,794	1,518	-1,283
314,88	-0,789	1,520	-1,293
315,38	-0,796	1,522	-1,294
315,89	-0,806	1,522	-1,283
316,41	-0,807	1,521	-1,281
316,92	-0,802	1,522	-1,294
317,42	-0,804	1,519	-1,294
317,93	-0,818	1,521	-1,288
318,43	-0,808	1,524	-1,287
318,93	-0,810	1,521	-1,281
319,45	-0,831	1,522	-1,286
319,96	-0,849	1,517	-1,299
320,48	-0,864	1,519	-1,299
320,98	-0,870	1,517	-1,313
321,50	-0,874	1,515	-1,328
322,00	-0,879	1,518	-1,353
322,51	-0,865	1,521	-1,316
323,02	-0,885	1,518	-1,301
323,54	-0,910	1,514	-1,251
324,04	-0,857	1,519	-1,237
324,55	-0,828	1,520	-1,259
325,07	-0,820	1,521	-1,253
325,57	-0,818	1,524	-1,257
326,07	-0,821	1,521	-1,263
326,58	-0,815	1,518	-1,266
327,08	-0,804	1,518	-1,274
327,59	-0,795	1,520	-1,301
328,10	-0,790	1,519	-1,314
328,60	-0,800	1,519	-1,321
329,12	-0,811	1,518	-1,306
329,63	-0,807	1,511	-1,246
330,13	-0,790	1,504	-1,202
330,64	-0,784	1,504	-1,192
331,14	-0,782	1,507	-1,200
331,66	-0,791	1,507	-1,227
332,17	-0,802	1,506	-1,263
332,67	-0,804	1,507	-1,265
333,18	-0,796	1,490	-1,231
333,68	-0,799	1,485	-1,225
334,20	-0,807	1,484	-1,233
334,70	-0,821	1,484	-1,229
335,20	-0,811	1,490	-1,256
335,71	-0,815	1,492	-1,262
336,23	-0,825	1,509	-1,244
336,73	-0,803	1,505	-1,266
337,24	-0,846	1,499	-1,246
337,74	-0,835	1,502	-1,257
338,24	-0,828	1,501	-1,230
338,75	-0,812	1,506	-1,234
339,25	-0,808	1,509	-1,254
339,77	-0,829	1,506	-1,248
340,27	-0,831	1,499	-1,266
340,78	-0,831	1,496	-1,267
341,28	-0,827	1,497	-1,263
341,78	-0,826	1,496	-1,253
342,30	-0,828	1,497	-1,255
342,81	-0,828	1,503	-1,252
343,31	-0,822	1,519	-1,243
343,82	-0,825	1,521	-1,242
344,34	-0,808	1,520	-1,237
344,85	-0,795	1,517	-1,239
345,35	-0,792	1,517	-1,242
345,87	-0,799	1,516	-1,247
346,37	-0,804	1,515	-1,255
346,88	-0,804	1,514	-1,250
347,39	-0,804	1,515	-1,250
347,89	-0,805	1,515	-1,254
348,41	-0,806	1,516	-1,262
348,91	-0,802	1,516	-1,261
349,42	-0,801	1,515	-1,253
349,93	-0,802	1,513	-1,245
350,43	-0,807	1,514	-1,251
350,95	-0,807	1,515	-1,268
351,46	-0,789	1,519	-1,268
351,98	-0,790	1,518	-1,273
352,48	-0,782	1,519	-1,273
352,99	-0,770	1,528	-1,276
353,49	-0,793	1,515	-1,263
354,00	-0,792	1,515	-1,247
354,52	-0,795	1,518	-1,246
355,02	-0,788	1,518	-1,259
355,52	-0,800	1,523	-1,271
356,03	-0,817	1,520	-1,259
356,53	-0,806	1,519	-1,239
357,04	-0,788	1,522	-1,243
357,54	-0,765	1,524	-1,249
358,06	-0,765	1,524	-1,248
358,57	-0,773	1,523	-1,245
359,09	-0,791	1,518	-1,262
359,59	-0,781	1,516	-1,261
360,09	-0,774	1,517	-1,262
360,60	-0,777	1,516	-1,265
361,10	-0,781	1,516	-1,265
361,60	-0,783	1,516	-1,263
362,11	-0,782	1,516	-1,259
362,63	-0,784	1,515	-1,260
363,13	-0,787	1,515	-1,272
363,63	-0,786	1,515	-1,277
364,14	-0,782	1,516	-1,279
364,66	-0,782	1,515	-1,281
365,16	-0,783	1,515	-1,283
365,67	-0,784	1,515	-1,284
366,18	-0,782	1,515	-1,279
366,68	-0,782	1,515	-1,278
367,20	-0,785	1,515	-1,280
367,71	-0,787	1,515	-1,276
368,21	-0,793	1,516	-1,282
368,72	-0,798	1,516	-1,298
369,24	-0,807	1,515	-1,306
369,74	-0,803	1,517	-1,280
370,25	-0,807	1,516	-1,283
370,75	-0,816	1,517	-1,289
371,25	-0,824	1,519	-1,301
371,77	-0,826	1,519	-1,309
372,28	-0,824	1,519	-1,308
372,78	-0,830	1,519	-1,305
373,29	-0,829	1,518	-1,299
373,81	-0,825	1,518	-1,300
374,31	-0,833	1,511	-1,301
374,82	-0,825	1,500	-1,295
375,34	-0,817	1,504	-1,288
375,84	-0,825	1,504	-1,289
376,35	-0,827	1,505	-1,290
376,86	-0,827	1,506	-1,293
377,38	-0,827	1,507	-1,298
377,88	-0,828	1,506	-1,300
378,38	-0,829	1,506	-1,297
378,90	-0,826	1,507	-1,293
379,40	-0,825	1,510	-1,305
379,91	-0,819	1,513	-1,312
380,41	-0,813	1,517	-1,326
380,93	-0,781	1,518	-1,337
381,44	-0,784	1,517	-1,328
381,94	-0,796	1,515	-1,320
382,44	-0,793	1,512	-1,315
382,95	-0,787	1,514	-1,303
383,46	-0,776	1,516	-1,292
383,97	-0,761	1,514	-1,274
384,50	-0,752	1,515	-1,264
385,02	-0,763	1,515	-1,261
385,53	-0,773	1,514	-1,265
386,04	-0,778	1,513	-1,276
386,56	-0,779	1,514	-1,277
387,07	-0,786	1,515	-1,276
387,59	-0,788	1,514	-1,273
388,09	-0,790	1,514	-1,277
388,59	-0,791	1,515	-1,282
389,10	-0,783	1,508	-1,263
389,61	-0,796	1,499	-1,257
390,13	-0,799	1,500	-1,254
390,64	-0,802	1,499	-1,255
391,14	-0,804	1,500	-1,256
391,65	-0,802	1,500	-1,257
392,15	-0,799	1,501	-1,257
392,67	-0,801	1,501	-1,255
393,17	-0,802	1,500	-1,254
393,68	-0,802	1,500	-1,252
394,20	-0,803	1,500	-1,250
394,71	-0,803	1,501	-1,253
395,21	-0,804	1,502	-1,256
395,72	-0,806	1,502	-1,255
396,23	-0,805	1,503	-1,255
